Hotel,Liked,Disliked,Score
Hotel Forest Beach,"The location, the food, the pool, we loved it all. We'd still visit the resort.","Of all the contacts in the studio, only one was working. There were no corridors being cleaned and there were plenty of nests of swallows that pollute.",8.0
Hotel Forest Beach,The quiet place. The trees and the fresh air.,There was no iron to use. I'm not happy with the staff at the buffet.,7.0
Hotel Forest Beach,"The spacious and uninhabited resort, beach, restaurant and animation programmes.",The bars of the restaurant and outside the restaurant were filled with drinks in plastic cups if you didn't want glass or porcelain coffee cups.,8.0
Hotel Forest Beach,The kitchen was great - varied and delicious food every day! The pool is clean and pretty big.,There's something to be done about room hygiene...,8.0
Hotel Forest Beach,Excellent food and service!,"It's a little light around the buildings, so it's not bad to freshen up.",8.0
Hotel Forest Beach,,"- cleaning, food, service all inclusive + landscape",7.0
Hotel Forest Beach,"Smiling, friendly staff..The food was very tasty and varied..A big, clean pool.",The room smelled like mold and it was dirty. The bathroom tiles were broken. Please note that this room is not cleaned daily. The safe wasn't working.,7.0
Hotel Forest Beach,Food once a day.,,7.0
Hotel Forest Beach,,"The diversity of food was under all criticism. The staff is getting a little crowded in the restaurant.- Nothing like the years before.",6.0
Hotel Forest Beach,The location is great.,Hygiene's not at the right level. More attention should be paid to a variety of food. The staff often whine about busy shifts.,7.0
Hotel Forest Beach,The location is great for a quiet and peaceful holiday with children.,"Unmanned spaces. Dust, sand, spiderwebs, etc.",8.0
Hotel Forest Beach,"Very well located in an oak forest, cool quiet and pleasant, but don't forget the mosquito repellent. Near the beach, with their own umbrellas and a nice pool. It's a great place for a family vacation.","They still have a lot of cleaning to do. All-Inclusive - ah, especially the drinking part was lame. Alcohols are in a way that you wouldn't buy for a home-cooked meal. They were all well diluted with water, even fresh milk. Otherwise, the food is good.",7.0
Hotel Forest Beach,"Good breakfast, excellent location.","Maintaining the disinfection in the rooms, especially in the bathroom, with this good base, larger and comfortable studios.",8.0
Hotel Forest Beach,"The location, sea and forest in one, the beach is a great, big pool, a spacious restaurant. Different grill every night, including fish.","Food was not sufficiently diverse from salads and especially with regard to vegetarian main dishes, despite the request to the contrary in the restaurant's presentation.",7.0
Hotel Forest Beach,"Very nice, renovated rooms. Good food, albeit monotonous. There is no problem with the tables during the meal, they are cleaned on a regular basis. There was no problem with the sun loungers by the pool. You could find something free at any time.",No Wi-Fi in the rooms. Communal and pool toilets dirty.,8.0
Hotel Forest Beach,"The place is very nice and peaceful, the beach is close by and 90% of the days there are free spaces in the hotel area, the parking is next to the studio.","For the entire stay of 7 days, the room has only been cleaned once. There were no sockets on the terrace or in the bathroom, making using, for example, a laptop for the terrace and a beard-forming machine impossible. The cleaning crew decided twice that they had to clean the room at 8:30 and when I told them to come back later, they never came back, and there was no mention of how many to how many hours they cleaned.",6.0
Hotel Forest Beach,"Food was very diverse, with some exceptions, the beach is close and nice, no one is looking for outsiders on the umbrellas and the complex, of course there was.","The room wasn't very clean, the complex wasn't well-maintained.",7.0
Hotel Forest Beach,"Most of the staff are friendly and helpful (except maybe one). The rooms are large and comfortable for families with children. There is a bathroom with a toilet plus another toilet. A fridge sink, cooking hobs and kitchenware are available. The terrace is nice and equipped with table and chairs, and there is also a dryer. It's a quiet place, just for a break. The combination of woodland near the beach is great. A man can rest. Parking is easy. The food (despite my negative remark) was delicious and well prepared, but not for a hotel with ****. .My assessment of the 6th ballast system:.Room-5.Location - 6.Staff - 4.Food-5.Alcohol-2.Beach-4.Silence and tranquility-6.My overall score is about 4.5","For this price, food and alcohol quality could have been a little better. Some of the staff were invisible. A remark was made to my child, which I find inappropriate. At 9:50, he was asked, ""Where did you sleep so long that you didn't come to breakfast?"" And at the same time, the gentleman was eating French toast. The water in the bathrooms doesn't leak and become puddles and dry hard, despite the windows and the ventilation. There was mold in the bathroom ceiling. The beach is not enough to accommodate all the rest.",7.0
Hotel Forest Beach,"Very well located in the forest and very close to the beach.  The beach is large, sun loungers and umbrellas were enough for hotel guests and were situated at a suitable distance from each other. The food at the restaurant was very good.","Renovated buildings, but not maintained. The hygiene in the studios was very low. It wasn't cleaning, there was sand everywhere. The hygiene on the terrace was also low - dirty table and chairs, dirty walls and floors.",6.0
Hotel Forest Beach,,Food could have been better prepared and less spice,8.0
Hotel Forest Beach,I liked the location of the complex.,"I didn't like the food and the drinks, mostly. Everything was diluted with water and didn't match four stars.",6.0
Hotel Forest Beach,I liked the attitude of the staff and the location.,"The rooms were filthy. Food was made with cheap products. There is no toilet on the beach, and there is no place to get a drink from.",6.0
Hotel Forest Beach,"Location, location, quiet, modern room, clean, very good wi-fi signal in the room, parking, free sunbeds on the beach, big beach, clean, excellent baclavale","The food was not even 4 *, a little diversified, the coffee was acceptable, there was no bar on the beach and no wifi on the beach",8.0
Hotel Forest Beach,"The studio is very nicely furnished, cleaned and arranged by the staff regularly, the towel is changed frequently and the sheets are changed every three days. The beach is great, the staff at the restaurant and reception are smiling and courteous, with a small exception. The food was delicious, but there were things that were spoiled.","It was hard to find a sun lounger and a parasol on the beach in the front row because some people had been leaving their towels since the night before, and nobody's controlling that. The animators were working at 3:00, which prevents families with young children. Dairy products are of a very low quality.",8.0
Hotel Forest Beach,,Beach,7.0
Hotel Forest Beach,"Although the building was outdated and depreciated, the studio we were staying in was renovated and tastefully decorated...","When we checked in, we found two dead cockroaches in the room... we notified the front desk and showed the photos... we asked them to clean up while we were at the beach... when we got home, one of them was on the couch and was visible, but the other one was removed on the floor by the window... I think it's inadmissible for a 4-star hotel and only for a night of £300...",7.0
Hotel Forest Beach,excellent accommodation,the table was not diversified,7.5
Hotel Forest Beach,We had Apartment 508. Nicely furnished. WiFi is good too. TV via Firetv is easily possible. The private beach is also good. Clean and it goes shallow into the water. Loungers and umbrellas are sufficiently available.,"The food has gone down extremely in the last 1.5 years. No matter what you try, it does not taste good! There are many different food options, but everyone has the same bland taste. Tried rice several days. It always tasted very funny like they made smoke flavor on the rice... The food is a reason not to come back! The cleaners do not live up to their name. They do go to the rooms but they do not remove the sand from the floor, for example. In the bathroom they did not wipe the floor either. When I wiped the floor with the shower mat a little after showering, it was black.",8.3
Hotel Forest Beach,"Renovated, new things in the room, it looks like in the pictures.","The cleanliness left much to be desired, the linen was changed only once in a week, and the washing and vacuuming of the floor left much to be desired.",7.5
Hotel Forest Beach,"The hotel's location is great, the food is good. Staff are very friendly and helpful.","The room wasn't clean enough, the bathroom was pretty dirty. In general, it is necessary to emphasise the purity of the premises.",7.1
Hotel Forest Beach,"A bottle of champagne and a bottle of mineral water were waiting for us at the apartment! What a nice surprise!.It's a great place, surrounded by a forest of cool, spacious! The sea can be reached in a minute by an alley.",There's mold in the bathroom and there's a smell of moisture in the bedroom.,7.5
Hotel Forest Beach,"The rooms are very good - we were in a two-room family - very spacious and nice. The beach is beautiful and clean, just like the sea. The room and toilet were clean, always cleaned.","The food was very stenciled and tasteless, but it should be written in their favor that there were always freshly baked or cooked mussels, fish, squid, crab, etc ... the restaurant toilet was a disaster.",8.8
Hotel Forest Beach,"The room was great. Same as the pictures on the website. A nice combination of woods and beach. The animators, as well as most of the staff, are extremely positive and friendly.","A lot of dirty public areas around the pool, restaurant, etc. No one came into our room to clean up during the stay, except after we went to the front desk and asked for at least our towels to be changed. The food was also quite uniform.",6.7
Hotel Forest Beach,"Great location, 5 minutes to the beach, and it's nice. Food has a lot to eat, but it should also be noted that fresh fish are cooked (which is not in many places). Our room was very spacious, even with 2 toilets and very comfortable at all. For six days, we were cleaned once mainly (with change of sheets and towels) and refilled several times. We'd like to visit again.",,8.3
Hotel Forest Beach,"The food was good, the room was clean.",One of the pools was very dirty.,7.5
Hotel Forest Beach,The tide,⁇,7.5
Hotel Forest Beach,"Spacious, set in a forest. It's an incredible layout.","Purity. Many of the public spaces are the same from their construction. Poor hygiene, broken tiles. Green areas are yellow areas, that is. They haven't seen water since the last rain and I'm singing from the dry finger.",6.2
Hotel Forest Beach,"I was pleasantly surprised how this neglected place was transformed a few years ago.Beautiful country setting, quiet, huge beach with crystal clear water, free parasols and sun loungers on the beach. A large and clean pool and not least rich and varied cuisine.",He needed more staff at the peak of his meal.,8.8
Hotel Forest Beach,Great location Good and varied food Close to the beach,Cleanliness is not their strong point,7.9
Hotel Forest Beach,Good food and excellent location.,Hygiene,7.1
Hotel Forest Beach,"Only the location near the beach, which is very wide in this part of Primorsko+the renovated Bisser/Forest Beach hotel, clean equipment, nice design, nice staff.","I've been a regular visitor to the IMC for six years, this time the food wasn't on the level of raw rice, not well-baked sausages, it wasn't possible to find a table to eat the food and not the well-cooked food!",7.1
Hotel Forest Beach,"Delicious food, a large beach with sun loungers and parasols, a comfortable room.",Not a well-cleaned toilet bowl.,8.3
Hotel Forest Beach,,"At first, everything was fine - the room, the food, the beach. With the number of stars in this hotel, you should change the sheets every three nights, but no. After going to the reception twice and talking on the phone with the manager or someone on the phone, after returning from dinner, that is, we went in swimsuits without being able to bathe, and the towels were not changed, this activity was carried out. Besides, there was only soda on the beach, is that good for the kids?.So the first good impression went to hell..Don't be surprised why we go to Greece, that cannot happen there, or at least for more than 10 years, it has not happened to us.",6.2
Hotel Forest Beach,"Every day, there were seafood.This 19th. No flies, no mosquitoes. The beach is very close and there is no charge for a parasol and sun lounger.",,8.8
Hotel Forest Beach,"It is a holiday resort with its own restaurants, bars, swimming pools, a private beach with sun loungers and umbrellas. Perfect for families with children. Good food,",Little sun on the terrace and in the room.,8.8
Hotel Forest Beach,I liked the food. The beach too.,The pool hygiene. The mosquitoes at night.,7.5
Hotel Forest Beach,"Superb room, location, restaurant, beach, very nice!","Only 2 days after cleaning, the towels were not changed at all.",8.8
Hotel Forest Beach,Very good location. Near a forest and a beach.,"The purity was not in order. Since a 4-day stay, only one was cleaned in the room. In the restaurant, the staff did not look for food outside. There were tourists carrying food with plates in their kids' carts. Very many mosquitoes.",5.8
Hotel Forest Beach,-swimming pool -access to the hotel beach with secured sunbeds and professional lifeguards. -the complex has a non-stop professional medical service. (for a fee). -very nice reception staff.,"-cleaning in the room and in the hotel. -many taunts and mosquitoes everywhere (hotel reception, swimming pool, sea). - the hotel bar and the reception have an atmosphere from the 1980s.",6.2
Hotel Forest Beach,"Excellent, varied cuisine, great beach",Room cleaning needs to be improved,8.8
Hotel Forest Beach,"The accommodation is excellent, the facilities for children are great, as is the beach!",Restaurant cleanliness (must be worked on) and food quality.,7.9
Hotel Forest Beach,"This is a very good place to relax with the family. A large and well-appointed apartment where we felt very comfortable. The whole complex is very large with various entertainment options. The food is good, we have no problems with it. The beach is nice with clean and warm water. The staff is polite and they've tried hard.",We had some minor remarks about cleanliness. Measures were taken following comments. We think it's because of the insufficient staff.,7.9
Hotel Forest Beach,Breakfast was varied. Lunch and dinner too.Our room was spacious.,I didn't like the way they cooked meat and fish. Very dull and late-cooking. They were tasteless.,8.8
Hotel Forest Beach,"bed, room",the food,8.8
Hotel Forest Beach,"Super ok accommodation. Spacious, clean, quiet room, grade 10.",Lots of flies in the restaurant that were annoying and very little assortment of food 80% were found at all 3 meals.,8.3
Hotel Forest Beach,"From this location, it is a great choice for families and for a relaxing holiday. It features all the necessary facilities, pools, playgrounds, sun beds and umbrellas on the beach, several bars open until 23:00. .Tip for guests - go eat at the end of the scheduled times. They're fully charged with every food they have, but at the first hour it's impossible to find a place and it's full of house and home, the last hour of meals is very peaceful and comfortable. There's a barbecue every night, which the poor guy can barely cook the meat well enough because it's a big tail, and he's trying to serve people fast..Breakfast is the best we can think of, and they also offered fruit, vegetables, pancakes, pies, omelets, butter rolls... the other meals were fairly uniform. Every night there were two or three different dishes and everything else was the same thing as lunch and every other dinner - baked potatoes, rice, spaghetti, etc. .There are comfortable parking spaces around all the buildings of the complex, the internet was nice most of the day, but we used the mobile when we were busy.","The desserts were very uniform. Every lunch and night, they were pies with different decorations, but the same lemon or apricot cream, and tolumbis. No pastry, no more choice of fruit, no cream..We haven't had our sheets changed in four days.",8.8
Hotel Forest Beach,Services and food,That they didn't have a beach bar,9.0
Hotel Forest Beach,I've been visiting Forrest Beach for years because of the wonderful location-- a combination of forest and sea without being overlooked.,"in double rooms, the bed is too large compared to the room size.Burnt/no lamps",9.0
Hotel Forest Beach,"Excellent location! Beautiful beach!.The food was very bad, often processed from previous days. Breakfast was also of poor quality, especially the baked ones. Everything in the restaurant was offered in a  unsanitary environment. Tables were cleaned casually due to lack of staff.","This is the fourth time I've stayed in this hotel, and it's definitely the last. For five nights, they have not changed linen once, and towels have changed once. The rooms all over the floor were washed with the same bucket of water, in the epidemic setting the maids were without gloves and so on...  The common areas weren't cleaned, the pool was very dirty.",4.0
Hotel Forest Beach,"liked the location, food, free parking, refrigerator and kettle in the room, free sunbeds and umbrellas by the pool / beach","unlike the previous stay at this hotel, this time there was no bottle of water and wine in the room, there was only one coffee sticker in the room, no separate towels for sunbeds (help at the reception was not sought because it was not critical, I'm sure that any request would be resolved when applying)",9.0
Hotel Forest Beach,"Lunch and dinner were delicious and always varied. The room was very comfortable and spacious. The staff was always helpful, kind and smiling.",There was no such diversity at breakfast. Tuesday night was not the theme dinner. The pool was ice-cold.,10.0
Hotel Forest Beach,Friendliness of staff cleanliness,,10.0
Hotel Forest Beach,Everything was fine!,,10.0
Hotel Forest Beach,"The food was relatively good, while the sweets were the same types of apple and cheesecake pies every day for lunch and dinner!",Lots of mess !!!,2.0
Hotel Forest Beach,Nothing,"Dirty pool, dirty room",1.0
Hotel Forest Beach,"The fact that they had free parking and you could put the car near the room where you were staying. I liked that they had a kitchenette that I used every day, because we gave up eating at the restaurant after several times when we came back disgusted because of the almost raw meat, so we bought food. and umbrella loungers were included in the room rate, but you couldn't take full advantage of them because of the sea that was full of algae.","The site said they had air conditioning in both rooms. There was only one small one in the living room that could not cope with both rooms inside was the sauna, which ruined our whole vacation. He wrote that the beach is 100 m away and it was 1000 m away, he wrote that they have an elevator and it wasn't, and to go to the restaurant you had to go down a hill and climb it back, and for people who can't move easily, it was a great effort to go down and up the hill three times a day. The food at the restaurant was extremely poorly prepared, the grilled meat was served almost raw, and you had to wait in line for more than 30 minutes to get it, the tomatoes were fermented, and the soup or soup was full of rice, without vegetables and without taste. The juices were good only in the morning because at noon there was only a light colored water. The rooms were very small with unpainted walls and curtains falling from their supports. Cleaning was done once every three days. The reception was old with shabby sofas and unpainted walls. And the worst was the beach for me, because it was very far from the hotel rooms and when you finally arrived you found it unpleasant that in the sea you can not enter because it was a huge area of algae in the distance, algae that no one collected with the rake, as other hotels do. Another aspect that bothered me was that within a distance of 3 km you could not find a pharmacy, or any other kind of store. There was only a small shop that sold only water, alcohol, sunscreen and napkins. It was the worst vacation of our lives. I greatly regretted the choice I made. It should be removed from Booking so that no one else has suffered what we have suffered.",1.0
Hotel Forest Beach,The location.The food was delicious.,"Our room has been badly cleaned since we moved in.Not to mention the moldy curtains, the stains on the walls of recent guests, the dirty bathroom, the dirty furniture, the crawling baby was a nightmare.For three nights, we didn't have a room service.For a 4-star hotel, it is inexhaustible at this price.The air conditioning was out. The swing set on the playground had a cutting detail.",4.0
Hotel Forest Beach,"Food, the service staff. There's plenty of fun for kids and adults.",The clean room is not very up to date. There were spiderwebs and the air conditioning was leaking.,9.0
Hotel Forest Beach,,We were staying at the Magnolia Hotel.,5.0
Hotel Forest Beach,"The layout is great, the food is varied. For children, it's fun, games and fun. Staff are friendly and helpful","It's very neglected, the whole room and the mattresses smelled like mold, there was a web, the curtains were stained with dirty stains.They came to clean the room from 2:00 to 3:00, and if you go to bed to get some rest, they wake you up. The price is not at all quality.",4.0
Hotel Forest Beach,"Unlike the other friends I was with, my room was cleaned every day! 😊","No beach bar, which was quite far from the resort, although I had all inclusive. At the pool, a few umbrellas, most of the sunbeds placed on the ground, in the shade of the trees🤦‍♀️.",1.0
Hotel Forest Beach,"The studio was spacious and clean. It's very quiet in there. The building is so situated that in the morning you wake up in the sun and in the afternoon you're in the shade. The hotel is in the woods, and every night a bunny comes, his kids enjoy it. We had nests of swallows. We've been here before, but this year, we've definitely improved. And the quality of the food was better, and the attitude of the staff. Always smiling and ready to serve.","The bathroom sink is situated quite inward and it's hard for a little kid to wash his hands even if he steps on a chair. The air conditioner was running and switching at 26 degrees to his liking. The pool by the beach, where there was a bar where a man could get a drink, is closed. The show was evening during dinner, so you choose either dinner or children's animation.)",9.0
Hotel Forest Beach,"It's a very quiet place. I stay here every year, and this year I definitely see a lot of positive changes. Better food, more helpful and competent staff, making it impossible for guests to feel good. The room is comfortable and cleaned daily. Everything was wonderful! I will definitely continue to come back here every year!",,10.0
Hotel Forest Beach,"Great location, friendly staff, great food, comfortable rooms with excellent plumbing.","Smoking is everywhere (on the beach, in the restaurant, near the pool), the administration is inactive, there is no division into areas for smokers and non-smokers.",9.0
Hotel Forest Beach,"We visited him for the second time and were pleasantly surprised by the improvements after 2019. There are a lot of comments about the cleanliness of the rooms, I don't know how it was in the other wings of the hotel, but in our room there was a button by the door that you could call in when you wanted to rest, change towels, etc..The food this year was very varied. Breakfast was mostly the same every day, but of all the things a person might need. Eggs all kinds of prepared, pancakes, waffles, pies, muffins, hearty fruits and vegetables.The evenings are themed every night, so, apart from the usual things (salads, side dishes, potatoes in several ways, etc.) who are always present - every night there were 2 or 3 different basics (grills, fish, spaghetti, shrimp, etc.). Desserts were also with a much larger choice, different cakes and pastry, cream, always had fruit, ice cream. The beach is 50 metres away, we were at the beginning of the season and during our stay there was no shortage of sun loungers and parasols for guests, but maybe in the season you will notice. Entertainment for children and guests (rest on Thursday) is organised almost throughout the week by animators and this year the bars have been better served with mixing cocktails, only coffee is a weaker side.",Our bathroom and toilet had a big window that was inside the room - looking directly at the bedroom. So you have a choice while you're lying there watching TV or your mate taking a bath.,10.0
Hotel Forest Beach,The park and the restaurant were great.,"A very low-rent room sold for studio, zero hygiene, the toilet didn't clean it once, but the room only after a scandal. Towels and sheets were also brought in after three days of scandals. Soap champion never charged. The staff at reception are very simple.",3.0
Hotel Forest Beach,A unique place hidden in an oak forest. Admiration for the delicious food and the friendly treatment of the staff.,,10.0
Hotel Forest Beach,The restaurant was excellent and the staff at the restaurant was great.,"It was very dirty. The hotel staff acted like you owed them something and you weren't there as a client, you were there asking them for a favor.",1.0
Hotel Forest Beach,The location of the hotel is good. Lots of greenery around.,"Very dirty. The hotel is old. Buildings of the Soviet Union yet. The photo shows that such buildings. But the photos are too polished. Because the repair inside, although done, is sad. The cheapest furniture Plus the buildings themselves are damp. Inside it smells strongly of dampness and a lot of mold. Repair was done purely cosmetically and not everywhere. The restaurant also smells of dampness and food. Unfortunately there was a small selection of food for breakfast. Plus, not everything was fresh. The sausage was sour. This hotel is not worth the price. It was as if I had visited a sanatorium in Soviet times on a ticket. Today, these are not the conditions in which you want to relax.",1.0
Hotel Forest Beach,"Great nature, delicious food","The room, it was unclean, hair, spiders, it smelled of moisture, it was untraceable, you take a shower and swim in the water in front of the toilet, a blocked siphon (of course), water goes into the room if you don't call reception to clean up, nobody goes through.Cleaning is broom and stick, no detergents, the pool toilets, at reception are nightmarish! But the à la carte restaurant is closed, the outdoor bar, afternoon only serves doughnuts, for 4 stars it's funny. There's nothing on the poster that's consistent with an olympic.",5.0
Hotel Forest Beach,"Rich cuisine, helpful and friendly staff, beautiful beach nearby","Non-functional exchange office, there is no ATM",9.0
Hotel Forest Beach,"The rooms are great, and the food is great. Near the beach, 6 minutes from the room.",The common areas are a little neglected.,10.0
Hotel Forest Beach,"Everything is superb, friendly staff and the beach very close to the hotel",.,10.0
Hotel Forest Beach,Great staff and service.,The double room is too small.,10.0
Hotel Forest Beach,"A great place for families with young children. There's plenty of room for a walk and a game even in bad weather. Great playgrounds. The food was abundant during the restaurant's opening hours, fresh and varied - not particularly spicy, making it suitable for young children. We visited the hotel at the end of the season, so there was no showdown in the restaurant or lack of sun loungers on the beach. The studios are extremely comfortable and large. It's a cool forest, and it's easy to park.","They could have emphasised a little more on the maintenance of the premises - the curtains were stained and there was no telling when they last saw laundry, the turd on the floor between the floors and the tiles was torn off, and the balcony wall was not cleaned. Otherwise, the room was cleaned daily and bed linen was changed on the third night.",9.0
Hotel Forest Beach,We had no food.,"We didn't have breakfast included in the price and we were very disappointed when the restaurant told us we couldn't eat there because we were free to eat. The hotel is located outside Primorsko and we have to get in several times a day and drive to the centre during our entire stay. The pool was very dirty, and the glass curtains around it.",5.0
Hotel Forest Beach,It was all very well. We had a great time.,Pets are allowed.,9.0
Hotel Forest Beach,"A great place to relax in a family! What impressed us was the accessible environment, my wife, who is difficult to move and uses an electric scooter to get to our studio door on the second floor (213A), thanks to the built ramps (there are also enough lifts separately). You could actually get to the room through an outside hallway where we parked and slept on the scooter - that saved us a lot of trouble! We have received exceptional attention and personal attention first of all from the hotel's lounge manager, Flamena, the restaurant, the restaurant, the hotel, the restaurant, the restaurant, the restaurant, the restaurant, the hotel, the hotel, and the hotel manager immediately informed us and we were amazed by the quick and adequate response! In a matter of hours, they solved our problem and made us feel special until the end of our seven-day stay, for which we thank them from the bottom of our hearts! There are few places of this caliber where you can get that kind of attention. Thank you, Flamena, for having eyes to see and heart and soul to help - we are sure we are not the only ones who have felt it! Every hotel in Bulgaria must have its own Flamena! Be healthy and good luck!",It would be wonderful if the water at least in the children's pool was warming up...,9.0
Hotel Forest Beach,Position,Internet quality,10.0
Hotel Forest Beach,The hotel is great in general.,We didn't like the way the music was too loud most of the day. It was very difficult to find the reception.,4.0
Hotel Forest Beach,"Honestly, because of the Kovid Year, we didn't expect much. But we were pleasantly surprised. The location is very good, as is the location of the sectors themselves. You basically park your car next to the room. The rooms were clean and nice. The rooms are usually so made, there's not much to contaminate. The restaurant is huge, on 2 floors and has 6 halls. The food was generally very tasty and varied. In 7 days, there was plenty of fish (leopher, mackerel, trout, tuna, shark, popcorn, mussels and many others). Six of the seven days there was a barbecue on both floors of the restaurant. The animators were constantly trying to diversify with various entertainment. Six of the seven days there was a program in the evening. Overall, an excellent holiday for families with children. We'd like to visit again. There are plenty of sun loungers and umbrellas on the beach from the hotel and there are always free. The water was warm and clean. The beach is peaceful and not crowded.","Maybe the desserts weren't high-level. There were all these cakes with all these marshes, but there were always ice cream.",9.0
Hotel Forest Beach,"The location of the hotel is wonderful, the staff are infinitely nice, the studio is just like the pictures in the buoucking. I'm definitely re-enacting it, it's awesome!",,10.0
Hotel Forest Beach,The room was newly renovated,"The hotel room was very nice, but unfortunately very dirty. It was always only cleaned very superficially and we always had a lot of sand on the floor. .The food was lukewarm, often it did not taste good at all. Too few beach chairs at the pool, rarely you have found a free seat..Long walk from the hotel to the beach",3.0
Hotel Forest Beach,"Location, modern, clean room, very comfortable beds and pillows. Spaces, open, without crowds, quiet. Very good baclavale. Good wifi signal in the room Clean, clean beach with free sunbeds and umbrellas on the beach (although sometimes not enough).","The food is not very diverse, not even 4-star, probably due to the restrictions due to the pandemic. Acceptable coffee. No bar on the beach and no wi-fi on the beach.",9.0
Hotel Forest Beach,,"We are very disappointed in the hygiene and food in the hotel. The pictures below show what excellent hygiene we were welcomed into. Food was selected as cheapest and inexpensive as possible. The melon was regularly sour, and the other fruit was also not edible. I don't even want to comment on the meat. We wouldn't be doing any more experiments on this hotel.",4.0
Hotel Forest Beach,,"The food was disgusting. For pigs, not for humans!",1.0
Hotel Forest Beach,"The room was very spacious and comfortable. After 14 hours, the sun didn't shine directly inside and on the terrace, and we could rest in a nice temperature outside while the child slept...The food was fresh, delicious and varied. The people who work at the complex were very cooperative and smiling.","The restaurant did not have any measures to distance guests from each other in connection with the epidemic. Every day, there were tables of 10+ people. On the food lines, no one was looking for distance between people. There was no control over wearing masks by guests, nowhere in the indoor areas...The hotel has 2 sun loungers and a parasol per room included in the rate, but to cause any damage, you must leave your towel from the day before. I ran to the beach every morning and at 7:00, 80% of the sun loungers were ""reserved"" with towels on them. If your child or you sleep until later you won't have a sun lounger. There is a fenced area on the beach for guests of Forest Beach, but no one is monitoring whether the guests are staying at this hotel, and the complex includes two more hotels and many bungalows, and some of them have parasols and sun loungers. As a result, for a 5-day stay, we were only able to see how people use the sun loungers. They looked comfortable.",4.0
Hotel Forest Beach,"The room was in very good condition, responding to the photos on the site.","Overall, the entire stay didn't meet our expectations. The price we paid was extremely high for the service we received. Because of the current situation with Kovid, we had to have our staff serve us when we were feeding, which is not a problem. The problem was that as a result, there were huge queues at every food station, the staff were extremely insufficient to serve everyone on time. On the other hand, the food was extremely uniform. Breakfast was the same every morning for 5 days, and for other meals, the price was not right again. .Cleaning of rooms was also far from the level of a 4-star hotel. All they did was pick up the trash every day and make the bed..I wouldn't recommend it to friends, and I certainly wouldn't visit again!",5.0
Hotel Forest Beach,"The room was Ok, there is no sea view, only in the trees ...","-the beach a bit far and no bar on the beach -few sunbeds, not enough for everyone, you had to wake up at 6 to occupy a sunbed -not very diverse food, 4-5 dishes -the room was not vacuumed the whole stay just have made the bed and changed the towels twice - don't expect 4 stars",5.0
Hotel Forest Beach,,The room wasn't cleaned properly!,2.0
Hotel Forest Beach,"The hotel’s location is good, close to the sea and along a forest.","The rooms were filthy, mold and spiders in the bathroom, rusty tables, the couch was all stained, the towels they were wearing were stained. The measures were not followed at all - the restaurants were full of people, everyone crashed, the tables were closing and very close, the cutlery was sitting directly on the table, the glasses had dirt on them... every night (except Thursday) the same music was playing until 3-4 midnight, even when you closed the window, still ringing. The food is extremely bad - the same mostly revolving around potatoes and rice, everything was processed for the next meal, the mince they use and dogs wouldn't eat it, the choice is extremely limited and if there's something more normal for it the tail is big and you wait 30 minutes. The last few days, there was even a limit on the barbecue food - one per person. There are supposed to be sun loungers and parasols on the beach, but guests get up at 6 to throw towels away, and when you go to the beach at 8:30, you see how everything is taken (towels on the sun loungers), and you're on the beach. No control, no control, and who uses the enclosed beach itself - there were people without bracelets all the time and some of the hotel people had no room. And that also caused some people to get angry and even ""steal"" on a deck chair - and you go to the sea or have a drink, someone takes off your towel and steals your chaise... I would never go back to that hotel again.",2.0
Hotel Forest Beach,,"Uneducated  arrogant staff (with few exceptions). Bad food. Some basically famous people are treated differently than the other guests, although they don't pay more for it. Although there are 2 beach chairs for each room and an umbrella you have to be lucky to get something..Simply do not book.",3.0
Hotel Forest Beach,"The location is great. I really liked that it was far enough away from Primorso and you're not really in the tourist crowd, you're enjoying the peace. It's got everything a man needs for a wonderful vacation.","The only thing I would recommend is that there's a mop in the room. No matter how much we wash the sand, it's always good to have something to clean up after yourself right away.",10.0
Hotel Forest Beach,The location is good because it's close to the beach. Breakfast was fairly well organized. There was a parking opportunity. The interior was decorated in pleasant colours. Rooms are spacious and have a balcony. The bed linen was clean.,"The room was not cleaned - it was frayed to see the indelible and stained with coffee and red wine glasses in the kitchen cupboard, the kitchen kitchen kitchen mats in many places were stained with dirt, on the floor and especially under the bed were piles of dust that had apparently not been cleaned for months and so on. The coffee is in plastic instead of porcelain cups, except it's burnt and poisoned bitter. The midterm meal was extremely poor, inefficient and poorly organized - sausage rolls with bread and boiled doughnuts. The bad impression is that the green areas are not maintained and therefore are not green, but yellow and brown.",5.0
Hotel Forest Beach,"The place is great, the hotel is set in a forest, the beach is very beautiful.","It's extremely noisy at night because of what we call it. cartoons. The sound is deafening even with the windows closed. It's a shame, too, that the air is so beautiful, that you have to sleep in a closed window and air conditioning. It is not a suitable place to relax with a baby due to difficulty in accessing the prams. Hundreds of people are being fed in the restaurant and you can't relax and enjoy your food.",5.0
Hotel Forest Beach,,"In a great location, surrounded by forest and yet close to the beach, the location is great. The hotel itself has been generally renovated but has been abandoned in public areas. The whole incubation was very bad, the food was always short and not good, and there were also drinking glasses missing.",5.0
Hotel Forest Beach,"The location of the hotel is great for 5 years, but unfortunately for the last time, we are vacationing at the Forest Beach Hotel.","I don't want to go into details, but we're totally disappointed by that comparing our previous vacations there..In a place like this, there should be managers with experience, not amateurs!",4.0
