,Unnamed: 0,Hotel,Liked,Disliked,Score,Combined comment
2255,3772,Ibis Sofia Airport Hotel,It's very cleen and comfortable.,,10.0,It's very cleen and comfortable. 
2256,3773,Ibis Sofia Airport Hotel,Close to the airport.,,10.0,Close to the airport. 
2257,3774,Ibis Sofia Airport Hotel,"Excellent location, nice facilities.",,9.0,"Excellent location, nice facilities. "
2258,3775,Ibis Sofia Airport Hotel,Close position to the airport .Shuttle bus to airport.Nice bar area.Clean..Lovely staff who were running themselves ragged trying to help..,Nothing really..,9.0,Close position to the airport .Shuttle bus to airport.Nice bar area.Clean..Lovely staff who were running themselves ragged trying to help.. Nothing really..
2259,3776,Ibis Sofia Airport Hotel,Very helpful and friendly staff..,"Although we had confirmation of our booking through booking.com, the hotel had no record of our booking. Fortunately there were rooms as I had booked 4 rooms..",10.0,"Very helpful and friendly staff.. Although we had confirmation of our booking through booking.com, the hotel had no record of our booking. Fortunately there were rooms as I had booked 4 rooms.."
2260,3777,Ibis Sofia Airport Hotel,Effective and does the job..,Nothing to dislike here.,10.0,Effective and does the job.. Nothing to dislike here.
2261,3778,Ibis Sofia Airport Hotel,Great location.,"I felt like the staff count was 1, the reception girl.",5.0,"Great location. I felt like the staff count was 1, the reception girl."
2262,3779,Ibis Sofia Airport Hotel,Good view of the airport which was the reason for my trip. And close to the terminal buildings.,"Breakfast was cold, coffee machine didn't work in the entrance. Noisy hotel with guests (and cleaners) banging doors . Not enough staff, the reception lady was serving lunch and working the bar all at the same time..",6.0,"Good view of the airport which was the reason for my trip. And close to the terminal buildings. Breakfast was cold, coffee machine didn't work in the entrance. Noisy hotel with guests (and cleaners) banging doors . Not enough staff, the reception lady was serving lunch and working the bar all at the same time.."
2263,3780,Ibis Sofia Airport Hotel,Close location to the airport and they have 24 hour shuttle service which is really important for late night flights or coming late..,,9.0,Close location to the airport and they have 24 hour shuttle service which is really important for late night flights or coming late.. 
2264,3781,Ibis Sofia Airport Hotel,Room was alright..,Rude staff. Told us the restaurant was open for dinner but then explained that we would have to wait for >1h before even ordering. Had to get delivery in order to have dinner..Water pressure in the shower was low in the morning..,2.0,Room was alright.. Rude staff. Told us the restaurant was open for dinner but then explained that we would have to wait for >1h before even ordering. Had to get delivery in order to have dinner..Water pressure in the shower was low in the morning..
2265,3782,Ibis Sofia Airport Hotel,The hotel is very close to airport with a free tranfer; clean and tidy.,"Very poor customer service and constantly understaffed. If you stay here, prepare yourself to end up being annoyed. It’s a shame as as a tourist this is either your first or last touch to Bulgaria and it really gives a wrong picture about the country with so lovely people elsewhere..",5.0,"The hotel is very close to airport with a free tranfer; clean and tidy. Very poor customer service and constantly understaffed. If you stay here, prepare yourself to end up being annoyed. It’s a shame as as a tourist this is either your first or last touch to Bulgaria and it really gives a wrong picture about the country with so lovely people elsewhere.."
2266,3783,Ibis Sofia Airport Hotel,,".Disliked  · Old facilities, low quality breakfast!.",2.0," .Disliked  · Old facilities, low quality breakfast!."
2267,3784,Ibis Sofia Airport Hotel,The staff you very friendly and offered free shuttles to the airport 24/7 wish was very helpful as I had a 5am flight. The room was large with a comfortable bed and a large shower. I had a very well rested night there..,,10.0,The staff you very friendly and offered free shuttles to the airport 24/7 wish was very helpful as I had a 5am flight. The room was large with a comfortable bed and a large shower. I had a very well rested night there.. 
2268,3785,Ibis Sofia Airport Hotel,"Close to the airport - best option who has to stays overnight in Sofia + for those who has an early flight..Free of charge airport drop-off. I had a flight at 7:15 at T2 which is 20 min walk, but with the airport drop-off it was 5 min..",,10.0,"Close to the airport - best option who has to stays overnight in Sofia + for those who has an early flight..Free of charge airport drop-off. I had a flight at 7:15 at T2 which is 20 min walk, but with the airport drop-off it was 5 min.. "
2269,3786,Ibis Sofia Airport Hotel,"As soon as we arrived at the airport, we called the hotel and they picked us up very quickly..",Breakfast could be improved..,10.0,"As soon as we arrived at the airport, we called the hotel and they picked us up very quickly.. Breakfast could be improved.."
2270,3787,Ibis Sofia Airport Hotel,The staff were friendly..,What was advertised re menu and restaurant was not correct. The breakfast was expensive for what it was..,6.0,The staff were friendly.. What was advertised re menu and restaurant was not correct. The breakfast was expensive for what it was..
2271,3788,Ibis Sofia Airport Hotel,The shuttle service to the airport worked perfectly (even at 5am)..,,9.0,The shuttle service to the airport worked perfectly (even at 5am).. 
2272,3789,Ibis Sofia Airport Hotel,"Clean and basic facilities. Accessible to the airport, we ended up walking. Took about 25minutes from terminal 2..","Staff were disinterested and not particularly helpful. The free transfer van was full when we needed it first thing in the morning (we hadn’t been informed of the booking process) and the receptionist didn’t seem particularly keen on trying to help us find an alternative solution. The bus driver himself managed to squeeze us in. The room was very basic, but clean..",5.0,"Clean and basic facilities. Accessible to the airport, we ended up walking. Took about 25minutes from terminal 2.. Staff were disinterested and not particularly helpful. The free transfer van was full when we needed it first thing in the morning (we hadn’t been informed of the booking process) and the receptionist didn’t seem particularly keen on trying to help us find an alternative solution. The bus driver himself managed to squeeze us in. The room was very basic, but clean.."
2273,3790,Ibis Sofia Airport Hotel,Good room and location. Free shuttle..,,10.0,Good room and location. Free shuttle.. 
2274,3791,Ibis Sofia Airport Hotel,Nothing.,"Long checkin, shabby bath facilities, no proper blanket and breakfast pans almost empty though I was in time..",5.0,"Nothing. Long checkin, shabby bath facilities, no proper blanket and breakfast pans almost empty though I was in time.."
2275,3792,Ibis Sofia Airport Hotel,"Perfect,clean and conforth :).",,10.0,"Perfect,clean and conforth :). "
2276,3793,Ibis Sofia Airport Hotel,The hotel is near the airport and it’s very convenient for early morning flights. The hotel organizes the transfer to the airport. The staff is polite and helpful..,,9.0,The hotel is near the airport and it’s very convenient for early morning flights. The hotel organizes the transfer to the airport. The staff is polite and helpful.. 
2277,3794,Ibis Sofia Airport Hotel,Shuttle  airport hotel..,,10.0,Shuttle  airport hotel.. 
2278,3795,Ibis Sofia Airport Hotel,"Clean,  lose to the airport, good shuttle service. The personnel was full of energy, polite and fast service!.",All was fine.,9.0,"Clean,  lose to the airport, good shuttle service. The personnel was full of energy, polite and fast service!. All was fine."
2279,3796,Ibis Sofia Airport Hotel,The hotel is conveniently located near the airport. The check-in and -out process was quick..,The bed was very uncomfortable. The sheets on the bed were old and didn't smell well..,6.0,The hotel is conveniently located near the airport. The check-in and -out process was quick.. The bed was very uncomfortable. The sheets on the bed were old and didn't smell well..
2280,3797,Ibis Sofia Airport Hotel,"Great location,  close to the airport! Nice and pleasant staff. Big selection and delicious buffet!.",,9.0,"Great location,  close to the airport! Nice and pleasant staff. Big selection and delicious buffet!. "
2281,3798,Ibis Sofia Airport Hotel,nada.,imposible dormir.,5.0,nada. imposible dormir.
2282,3799,Ibis Sofia Airport Hotel,Bed was comfortable..,It had all the necessary amenities. The bar/testaurant was good..,9.0,Bed was comfortable.. It had all the necessary amenities. The bar/testaurant was good..
2283,3800,Ibis Sofia Airport Hotel,"Very clean room, well-kept, new modern furniture, free transport to and from airport, flexible check-in hours, cheap price and good value for money compared to other countries.",I can't think of any negatives.,9.0,"Very clean room, well-kept, new modern furniture, free transport to and from airport, flexible check-in hours, cheap price and good value for money compared to other countries. I can't think of any negatives."
2284,3801,Ibis Sofia Airport Hotel,The steak was great.,Cooked breakfast was cold.,10.0,The steak was great. Cooked breakfast was cold.
2285,3802,Ibis Sofia Airport Hotel,"If you fly from the Sofia Airport, this hotel is the best place to stay a night!.",Everything was ok..,10.0,"If you fly from the Sofia Airport, this hotel is the best place to stay a night!. Everything was ok.."
2286,3803,Ibis Sofia Airport Hotel,"Free airport shuttle to and from the airport was very useful, arrange it before arrival, and just ask at reception when leaving. Really close to the airport but without the intrusive airport noise. Comfortable bed and the right duvet for the summer. The Bulgarian grill in the restaurant was very good, a lot of pork! Staff were good with ordering taxis for non-Bulgarian speakers such as I. Note, use Yellow (name of the firm) taxis, which is the firm the hotel calls, not OK taxis, the latter will rip you off!.","Minor gripe is the lack of tram, train or bus connection to the city, it meant taxis to and from the hotel when travelling. Just a note which is not hotel related, DO NOT try to walk back from the city after dark, I had a close encounter with feral (stray) dogs from which I was lucky to emerge unscathed..",9.0,"Free airport shuttle to and from the airport was very useful, arrange it before arrival, and just ask at reception when leaving. Really close to the airport but without the intrusive airport noise. Comfortable bed and the right duvet for the summer. The Bulgarian grill in the restaurant was very good, a lot of pork! Staff were good with ordering taxis for non-Bulgarian speakers such as I. Note, use Yellow (name of the firm) taxis, which is the firm the hotel calls, not OK taxis, the latter will rip you off!. Minor gripe is the lack of tram, train or bus connection to the city, it meant taxis to and from the hotel when travelling. Just a note which is not hotel related, DO NOT try to walk back from the city after dark, I had a close encounter with feral (stray) dogs from which I was lucky to emerge unscathed.."
2287,3804,Ibis Sofia Airport Hotel,,.Disliked  · Definitely not worth the price for the region. Airport transfer was poorly coordinated..,2.0, .Disliked  · Definitely not worth the price for the region. Airport transfer was poorly coordinated..
2288,3805,Ibis Sofia Airport Hotel,Close to airport and free shuttle.,"2 hours to wait for dinner is crazy! Room noisy and i could hear when someone was closing its room door. Breakfast served too late for many morning fly. Please at the bar not professional and working well, total mess!.",3.0,"Close to airport and free shuttle. 2 hours to wait for dinner is crazy! Room noisy and i could hear when someone was closing its room door. Breakfast served too late for many morning fly. Please at the bar not professional and working well, total mess!."
2289,3806,Ibis Sofia Airport Hotel,"Very clean, welcoming hotel near Sofia airport. The staff is amazing, ready to help. The early morning breakfast is good. The shuttle transfer is on time with friendly driver..",None.,10.0,"Very clean, welcoming hotel near Sofia airport. The staff is amazing, ready to help. The early morning breakfast is good. The shuttle transfer is on time with friendly driver.. None."
2290,3807,Ibis Sofia Airport Hotel,,".Disliked  · They had signs posted that the restaurant was open from 12-24 we went down at 4 and they were not open the gal said ""come back in an hour"" we did and then we were told it was not open until 6.  we wanted to eat and couldn't get a proper answer..",6.0," .Disliked  · They had signs posted that the restaurant was open from 12-24 we went down at 4 and they were not open the gal said ""come back in an hour"" we did and then we were told it was not open until 6.  we wanted to eat and couldn't get a proper answer.."
2291,3808,Ibis Sofia Airport Hotel,Food at the restaurant was nice.,,5.0,Food at the restaurant was nice. 
2292,3809,Ibis Sofia Airport Hotel,"Perfect hotel for overnight stay, if you have a morning flight back home..",,9.0,"Perfect hotel for overnight stay, if you have a morning flight back home.. "
2293,3810,Ibis Sofia Airport Hotel,,.Disliked  · The beds are very uncomfortable.,5.0, .Disliked  · The beds are very uncomfortable.
2294,3811,Ibis Sofia Airport Hotel,"Breakfast, soundproof rooms.",Hard to phone for free pickup from airport when I did not have a phone.,10.0,"Breakfast, soundproof rooms. Hard to phone for free pickup from airport when I did not have a phone."
2295,3812,Ibis Sofia Airport Hotel,did not get any breakfast location was good.,coffee or tea in room we had to get up at 3am and had no drink untill we got to the airport at 5am so thats not good for your hotel.,5.0,did not get any breakfast location was good. coffee or tea in room we had to get up at 3am and had no drink untill we got to the airport at 5am so thats not good for your hotel.
2296,3813,Ibis Sofia Airport Hotel,Not bud.,Location.,9.0,Not bud. Location.
2297,3814,Ibis Sofia Airport Hotel,,".Disliked  · Quite disappointed in the welcome at reception. Got hello, then I said I had a reservation. Reply was a stern ""Passport Please"". No ""you are very welcome"" etc..",6.0," .Disliked  · Quite disappointed in the welcome at reception. Got hello, then I said I had a reservation. Reply was a stern ""Passport Please"". No ""you are very welcome"" etc.."
2298,3815,Ibis Sofia Airport Hotel,Yohanna at the reception was extremely warm and friendly. In fact because of her my stay there was comfortable..,"The lift area was very dimly lit. In fact when I pointed out this issue, nothing was even done to rectify. Lift area or the reception area should lighted, cheery and warm. Not gloomy or having dark areas!.",3.0,"Yohanna at the reception was extremely warm and friendly. In fact because of her my stay there was comfortable.. The lift area was very dimly lit. In fact when I pointed out this issue, nothing was even done to rectify. Lift area or the reception area should lighted, cheery and warm. Not gloomy or having dark areas!."
2299,3816,Ibis Sofia Airport Hotel,The only positive about this place is it's proximity to the airport and the availability of parking..,"Cleanliness is poor, the bed was horrific, sunk/collapsed on one side,.",5.0,"The only positive about this place is it's proximity to the airport and the availability of parking.. Cleanliness is poor, the bed was horrific, sunk/collapsed on one side,."
2300,3817,Ibis Sofia Airport Hotel,"Close to airport , quick check in, good shuttle service to airport.","No soup in bathroom, no shampoo, no floor towel for the shower, temperature in room limited.",5.0,"Close to airport , quick check in, good shuttle service to airport. No soup in bathroom, no shampoo, no floor towel for the shower, temperature in room limited."
2301,3818,Ibis Sofia Airport Hotel,Nothing.,"There were nothing in bath room. One hour I asked desk to bring me shampoo and soap. Nothing. Only when I came by myself to desk they found out just shampoo (700mg bottle) and tried to explain me that this is enough....They promise transportation from terminal to hotel, but I didn’t find any way to make call to hotel..",4.0,"Nothing. There were nothing in bath room. One hour I asked desk to bring me shampoo and soap. Nothing. Only when I came by myself to desk they found out just shampoo (700mg bottle) and tried to explain me that this is enough....They promise transportation from terminal to hotel, but I didn’t find any way to make call to hotel.."
2302,3819,Ibis Sofia Airport Hotel,Breakfast was good. Location was excellent. Staff very friendly and helpful..,The bed linen seemed old. The pillowcases were bobbly. The bed was comfortable but creaky as if it was quite old..,9.0,Breakfast was good. Location was excellent. Staff very friendly and helpful.. The bed linen seemed old. The pillowcases were bobbly. The bed was comfortable but creaky as if it was quite old..
2303,3820,Ibis Sofia Airport Hotel,"roomy and clean, location is great, chose the hotel for its vicinity to the airport and having a shuttle to the terminal.",none.,9.0,"roomy and clean, location is great, chose the hotel for its vicinity to the airport and having a shuttle to the terminal. none."
2304,3821,Ibis Sofia Airport Hotel,Staff.,"The room is too small, AC was not working so we kept our window open to cool the room. Location is to noisy, you can hear traffic and landing planes from the airport all the time due to bad isolation. The water pressure in shower war too low so it takes half an hour to take a decent shower. Parking is without asphalt and illumination, in bad shape with a plenty of dust. This is definitely not worth the price we paid and definitely not matching the other IBIS hotels we stayed in past..",4.0,"Staff. The room is too small, AC was not working so we kept our window open to cool the room. Location is to noisy, you can hear traffic and landing planes from the airport all the time due to bad isolation. The water pressure in shower war too low so it takes half an hour to take a decent shower. Parking is without asphalt and illumination, in bad shape with a plenty of dust. This is definitely not worth the price we paid and definitely not matching the other IBIS hotels we stayed in past.."
2305,3822,Ibis Sofia Airport Hotel,Close to the airport with shuttle service!.,,9.0,Close to the airport with shuttle service!. 
2306,3823,Ibis Sofia Airport Hotel,Comfortable room..Good restaurant..,,10.0,Comfortable room..Good restaurant.. 
2307,3824,Ibis Sofia Airport Hotel,Shuttle is convenient.,"Bed is very uncomfortable and not clean, room is too small for this price.",5.0,"Shuttle is convenient. Bed is very uncomfortable and not clean, room is too small for this price."
2308,3825,Ibis Sofia Airport Hotel,"Proximity to the airport, comfortable room and very friendly staff..","Towels in one room were wet and there was a smell off them. Breakfast was poor, very little selection of fruit. Scrambled eggs looked rubbery and tables were dirty with no sign of any staff in duty to clean them..Little or no pressure in shower..",9.0,"Proximity to the airport, comfortable room and very friendly staff.. Towels in one room were wet and there was a smell off them. Breakfast was poor, very little selection of fruit. Scrambled eggs looked rubbery and tables were dirty with no sign of any staff in duty to clean them..Little or no pressure in shower.."
2309,3826,Ibis Sofia Airport Hotel,Close proximity to the airport. Able to request transfer to either of the airport's terminal at a given time..Staff at the reception friendly..,"The room was really basic - it looked like a hospital side-room, with very plain decor. .Double bed was in fact 2 single beds pushed together. The mattress must have come out of an orthopedic ward, as they were so hard and uncomfortable. .No facilities for making tea or coffee. .One of the towels provided was heavily stained.  .Television had only one English language channel, poor signals and only a handful of other channels - it was also strangely offset from the bed(s)..WiFi signal was useless - couldn't connect despite repeated attempts..But the worst thing was the noise! The walls dividing the rooms must be paper thin and have no soundproofing. We were kept awake all night by a family in the next room, loudly talking and moving things around their room, dropping things on the floor. At 04:00am I had to get up and confront them. It wasn't until 06:00am that the noise from their room stopped. (Presumably because they's checked out). But it was soon followed by noise from hotel cleaning staff who were standing outside our room talking loudly and banging trolleys.  Absolutely no consideration for guests like us who were going to have  along day ahead travelling. .We've stayed at other 3 star hotels in Bulgaria that were a) quieter, b) cheaper, c) better equipped and d) included breakfast. The only thing I can think of going for this Ibis hotel is that it's close to the airport.  Wouldn't stay here again - I'd rather sleep at the airport terminal and save money..",4.0,"Close proximity to the airport. Able to request transfer to either of the airport's terminal at a given time..Staff at the reception friendly.. The room was really basic - it looked like a hospital side-room, with very plain decor. .Double bed was in fact 2 single beds pushed together. The mattress must have come out of an orthopedic ward, as they were so hard and uncomfortable. .No facilities for making tea or coffee. .One of the towels provided was heavily stained.  .Television had only one English language channel, poor signals and only a handful of other channels - it was also strangely offset from the bed(s)..WiFi signal was useless - couldn't connect despite repeated attempts..But the worst thing was the noise! The walls dividing the rooms must be paper thin and have no soundproofing. We were kept awake all night by a family in the next room, loudly talking and moving things around their room, dropping things on the floor. At 04:00am I had to get up and confront them. It wasn't until 06:00am that the noise from their room stopped. (Presumably because they's checked out). But it was soon followed by noise from hotel cleaning staff who were standing outside our room talking loudly and banging trolleys.  Absolutely no consideration for guests like us who were going to have  along day ahead travelling. .We've stayed at other 3 star hotels in Bulgaria that were a) quieter, b) cheaper, c) better equipped and d) included breakfast. The only thing I can think of going for this Ibis hotel is that it's close to the airport.  Wouldn't stay here again - I'd rather sleep at the airport terminal and save money.."
2310,3827,Ibis Sofia Airport Hotel,,.Disliked  · I don't like that booking.com prevents objective reviews through censorship..,10.0, .Disliked  · I don't like that booking.com prevents objective reviews through censorship..
2311,3828,Ibis Sofia Airport Hotel,,.Disliked  · I don't like that booking.com prevents objective reviews through censorship..,10.0, .Disliked  · I don't like that booking.com prevents objective reviews through censorship..
2312,3829,Ibis Sofia Airport Hotel,The bed was comfy and the meal was lovely.,Lived up to my expectations for an Airport Hotel.,10.0,The bed was comfy and the meal was lovely. Lived up to my expectations for an Airport Hotel.
2313,3830,Ibis Sofia Airport Hotel,Good location and free transfer to the airport..,It’s too noisy. Bed was uncomfortable..,5.0,Good location and free transfer to the airport.. It’s too noisy. Bed was uncomfortable..
2314,3831,Ibis Sofia Airport Hotel,,.Disliked  · I thought the breakfast could have been a little bit better..,9.0, .Disliked  · I thought the breakfast could have been a little bit better..
2315,3832,Ibis Sofia Airport Hotel,Ideal location for airport Terminal 1.  Where has chef Bobbi gone?.,"Staff seemed uninterested.  Food prices far too high and choice limited.  Hotel and facilities are looking tired, reduced quality since initial opening, affecting the comfort of stay and amenities..",6.0,"Ideal location for airport Terminal 1.  Where has chef Bobbi gone?. Staff seemed uninterested.  Food prices far too high and choice limited.  Hotel and facilities are looking tired, reduced quality since initial opening, affecting the comfort of stay and amenities.."
2316,3833,Ibis Sofia Airport Hotel,"Great hotel if you're flying into or out of Sofia airport. Free shuttle service to and from the hotel, which is really handy. Friendly staff, clean rooms..",,10.0,"Great hotel if you're flying into or out of Sofia airport. Free shuttle service to and from the hotel, which is really handy. Friendly staff, clean rooms.. "
2317,3834,Ibis Sofia Airport Hotel,Great food and nice lobby/bar. Car service was free and convenient..,Thin walls!!.,10.0,Great food and nice lobby/bar. Car service was free and convenient.. Thin walls!!.
2318,3835,Ibis Sofia Airport Hotel,Parking and proximity to the airport..,Having stayed at this hotel many times they seem to have changed the beds which are very hard and creak on every move. The pillows were very lumpy and of poor quality. The staff could make a bigger effort to smile more and engage with their customers. Breakfast was average and hot dishes were cold..,5.0,Parking and proximity to the airport.. Having stayed at this hotel many times they seem to have changed the beds which are very hard and creak on every move. The pillows were very lumpy and of poor quality. The staff could make a bigger effort to smile more and engage with their customers. Breakfast was average and hot dishes were cold..
2319,3836,Ibis Sofia Airport Hotel,"Efficiency of the shuttle service and a pleasant driver. .Cleanliness of the room, very comfortable and clean bed, efficient internet connection, tv conveniently positioned. Reception is very nice. First surprise was that in the hotel I never heard a plane..",Nothing..,10.0,"Efficiency of the shuttle service and a pleasant driver. .Cleanliness of the room, very comfortable and clean bed, efficient internet connection, tv conveniently positioned. Reception is very nice. First surprise was that in the hotel I never heard a plane.. Nothing.."
2320,3837,Ibis Sofia Airport Hotel,Good food and accommodation and great transport to the airport..,,10.0,Good food and accommodation and great transport to the airport.. 
2321,3838,Ibis Sofia Airport Hotel,"Clean, friendly and great location for airport.",,10.0,"Clean, friendly and great location for airport. "
2322,3839,Ibis Sofia Airport Hotel,We had a quick overnight but nice stay. The airport shuttle guy was friendly and waiting for us when we got downstairs. Made things easy. Highly recommend when needing to get off on an early flight in Sofia..,,9.0,We had a quick overnight but nice stay. The airport shuttle guy was friendly and waiting for us when we got downstairs. Made things easy. Highly recommend when needing to get off on an early flight in Sofia.. 
2323,3840,Ibis Sofia Airport Hotel,Absolutly nothing..,"Dirty beds with spots, bathrooms not clean, reception is impolite and rude.  Very small room. With one word terrible..",2.0,"Absolutly nothing.. Dirty beds with spots, bathrooms not clean, reception is impolite and rude.  Very small room. With one word terrible.."
2324,3841,Ibis Sofia Airport Hotel,Friendly staff.,"Horrible bed! Horrible sheets, woke up with my skin itching during the night. Had to shower and then slept on the bed with my clothes on.",5.0,"Friendly staff. Horrible bed! Horrible sheets, woke up with my skin itching during the night. Had to shower and then slept on the bed with my clothes on."
2325,3842,Ibis Sofia Airport Hotel,Shuttle service..,It's a pity that the breakfast costs extra..,9.0,Shuttle service.. It's a pity that the breakfast costs extra..
2326,3843,Ibis Sofia Airport Hotel,Convenient location and helpful staff..,The hotel is a bit overpriced..,6.0,Convenient location and helpful staff.. The hotel is a bit overpriced..
2327,3844,Ibis Sofia Airport Hotel,The food on offer for dinner was amazing.,The shower sealant was mouldy. The rooms need soundproofing. The hot buffet breakfast food was cold and there was no one overseeing it..,5.0,The food on offer for dinner was amazing. The shower sealant was mouldy. The rooms need soundproofing. The hot buffet breakfast food was cold and there was no one overseeing it..
2328,3845,Ibis Sofia Airport Hotel,"Location is very good, just that.","Beds are very bad and too much noisy, it is not possible to sleep normal. They are terrible..",3.0,"Location is very good, just that. Beds are very bad and too much noisy, it is not possible to sleep normal. They are terrible.."
2329,3846,Ibis Sofia Airport Hotel,Free shuttle and great restaurant/bar downstairs!.,,9.0,Free shuttle and great restaurant/bar downstairs!. 
2330,3847,Ibis Sofia Airport Hotel,Close to airport walking distance. Clean. Breakfast buffet 7 euros..,No fridge..,9.0,Close to airport walking distance. Clean. Breakfast buffet 7 euros.. No fridge..
2331,3848,Ibis Sofia Airport Hotel,"The Airport shuttle was very good, staff were great and we will stay again.",Not much.,10.0,"The Airport shuttle was very good, staff were great and we will stay again. Not much."
2332,3849,Ibis Sofia Airport Hotel,Free transfer to the airport and very close location to airport..,The rooms are basic for just sleeping and continue travelling..,6.0,Free transfer to the airport and very close location to airport.. The rooms are basic for just sleeping and continue travelling..
2333,3850,Ibis Sofia Airport Hotel,,.Disliked  · No facilities to make tea 🍵 and coffee.,4.0, .Disliked  · No facilities to make tea 🍵 and coffee.
2334,3851,Ibis Sofia Airport Hotel,"The proximity to Sofia Airport Terminal 1 is excellent, a short 10-minute walk, just outside airport boundaries. Free shuttle service is available any time, day or night..",,10.0,"The proximity to Sofia Airport Terminal 1 is excellent, a short 10-minute walk, just outside airport boundaries. Free shuttle service is available any time, day or night.. "
2335,3852,Ibis Sofia Airport Hotel,"I liked the free transfers to and from the airport. The driver was very courteous, he helped us with our luggage at both The airport and at the hotel..",The only thing they could improve on would be the pillows. I personally prefer a softer one than is the ones provided..,10.0,"I liked the free transfers to and from the airport. The driver was very courteous, he helped us with our luggage at both The airport and at the hotel.. The only thing they could improve on would be the pillows. I personally prefer a softer one than is the ones provided.."
2336,3853,Ibis Sofia Airport Hotel,Loved the breakfast buffet choice.  Will stay there again as so convenient for airport..,,10.0,Loved the breakfast buffet choice.  Will stay there again as so convenient for airport.. 
2337,3854,Ibis Sofia Airport Hotel,"Great room , friendly staff.",,10.0,"Great room , friendly staff. "
2338,3855,Ibis Sofia Airport Hotel,The transfer from the airport was quick and convenient..,The hotel does not meet my expectations. The room and bathroom were not well cleaned. Reception staff were not kind..,5.0,The transfer from the airport was quick and convenient.. The hotel does not meet my expectations. The room and bathroom were not well cleaned. Reception staff were not kind..
2339,3856,Ibis Sofia Airport Hotel,"Ideal for airport, free transfer..",Shower has very low water presure..,5.0,"Ideal for airport, free transfer.. Shower has very low water presure.."
2340,3857,Ibis Sofia Airport Hotel,,".Disliked  · I had booke a double bed, found two small single beds on arrival.  On my second time, I returned late at night to find that my room had not been cleaned!  I phoned and asked at least to have an extra small towel which never came..",5.0," .Disliked  · I had booke a double bed, found two small single beds on arrival.  On my second time, I returned late at night to find that my room had not been cleaned!  I phoned and asked at least to have an extra small towel which never came.."
2341,3858,Ibis Sofia Airport Hotel,Spotlessly clean with comfy bed..,The breakfast is always cold.,4.0,Spotlessly clean with comfy bed.. The breakfast is always cold.
2342,3859,Ibis Sofia Airport Hotel,I parked my car loaded down with personal belongings and when I left next morning car wasnt messed with. I was hoping nothing was missing. So everything was good..,,10.0,I parked my car loaded down with personal belongings and when I left next morning car wasnt messed with. I was hoping nothing was missing. So everything was good.. 
2343,3860,Ibis Sofia Airport Hotel,Have stayed a few times at this hotel and it doesn't disappoint. Lovely staff and clean rooms+ close to Airport and free parking. Everything we asked for..,Nothing..,10.0,Have stayed a few times at this hotel and it doesn't disappoint. Lovely staff and clean rooms+ close to Airport and free parking. Everything we asked for.. Nothing..
2344,3861,Ibis Sofia Airport Hotel,"Close to airport but very quiet, great facilities as far as food and drink goes.",Bed a little harder than I like but slept very well all the same.,9.0,"Close to airport but very quiet, great facilities as far as food and drink goes. Bed a little harder than I like but slept very well all the same."
2345,3862,Ibis Sofia Airport Hotel,Very comfortable bed.,,9.0,Very comfortable bed. 
2346,3863,Ibis Sofia Airport Hotel,"Free frequent Airport shuttle. Comfortable, quiet rooms.",Would be nice to have complimentary tea/coffee /water in the room.,9.0,"Free frequent Airport shuttle. Comfortable, quiet rooms. Would be nice to have complimentary tea/coffee /water in the room."
2347,3864,Ibis Sofia Airport Hotel,"Great if you need to change airplanes and don't want to be too far from the airport.free bus to airport, just tell them when you need to go.",,9.0,"Great if you need to change airplanes and don't want to be too far from the airport.free bus to airport, just tell them when you need to go. "
2348,3865,Ibis Sofia Airport Hotel,,".Disliked  · It is not a standard hotel, but a place where people go to party in the rooms, rather strange for an airport hotel. I complained, but they did nothing, basically, I didn't sleep all night. Worse experience with a hotel so far..",3.0," .Disliked  · It is not a standard hotel, but a place where people go to party in the rooms, rather strange for an airport hotel. I complained, but they did nothing, basically, I didn't sleep all night. Worse experience with a hotel so far.."
2349,3866,Ibis Sofia Airport Hotel,"Great service, good staff who go the extra mile to help. (5 Star).","The rooms were like new, however the room we had this time had a small problem with the shower temperature control . This is the only time we experienced the problem. I think that it could have been that the hotel was full of children which may have had a very high usage of the showers, hence the small problem. (this did correct itself after some time)..",10.0,"Great service, good staff who go the extra mile to help. (5 Star). The rooms were like new, however the room we had this time had a small problem with the shower temperature control . This is the only time we experienced the problem. I think that it could have been that the hotel was full of children which may have had a very high usage of the showers, hence the small problem. (this did correct itself after some time).."
2350,3867,Ibis Sofia Airport Hotel,"Free upgrade, everything perfect.",,9.0,"Free upgrade, everything perfect. "
2351,3868,Ibis Sofia Airport Hotel,Incredibly tasty breakfast with lots of varieties..Clean and modern room..They refilled the sanitizers since my last time :).,Additional pay for the fridge is a little unpleasant..,9.0,Incredibly tasty breakfast with lots of varieties..Clean and modern room..They refilled the sanitizers since my last time :). Additional pay for the fridge is a little unpleasant..
