Hotel,Liked,Disliked,Score
Park & Spa Hotel Markovo,"The room was clean, the staff at the restaurant were very good, young and positive. The food was delicious and well served. I'd love to do it again!","The hot tub was contaminated, it's not nice to go in the water and see some crap floating around you.",9.6
Park & Spa Hotel Markovo,Everything was great with a good breakfast and dinner.With several facilities for children.,,9.0
Park & Spa Hotel Markovo,The breakfast is great! The swimming pools and the spa area are great!,The food at the hotel bar needs improvement.,9.0
Park & Spa Hotel Markovo,"There's a nice view of the city, a very good breakfast.",They didn't wipe the room everyday or even the labomano.,8.0
Park & Spa Hotel Markovo,Ideal for a family holiday.,,9.0
Park & Spa Hotel Markovo,"Great location, friendly and helpful staff, breakfast is varied and nice..I recommend a spa weekend - the pools and the other baths are great..The restaurant is very reasonable.",,9.0
Park & Spa Hotel Markovo,Cleaning. The hospitality. The heat in the rooms. The pool. The play room. The ample parking lot. Breakfast.,The distance from the city.,10.0
Park & Spa Hotel Markovo,"Amenities, spa, spacious room, breakfast.",,8.8
Park & Spa Hotel Markovo,"Nice family hotel with children, pools are warm and clean, food in the restaurant is great. Well-organized children's playground, nice city views.",,10.0
Park & Spa Hotel Markovo,"It's hard to find anything to complain about. We rarely stay in a hotel, especially in Bulgaria, and remain fascinated. The level is very high for Bulgaria and above the European average. We'll be back with pleasure!",There's really nothing to write here!,10.0
Park & Spa Hotel Markovo,"The structure is beautiful and welcoming, the room is very spacious and clean and the bathroom has a very large shower. The spa pool is lovely.","Our stay included half board, the buffet dinner left something to be desired, as well as the spa, with little attention to detail (there were no towels, there was too much water on the floor near the changing rooms and this favored the fall, the keys for the lockers were missing in the female changing room)",9.0
Park & Spa Hotel Markovo,"Nice pool in the spa area. Not huge, but everything there that you need. Rooms were well furnished.","Unfortunately, a bit outside Plovdiv, we were dependent on taxis, which however worked without a problem and was also cheap.",9.0
Park & Spa Hotel Markovo,"Saunas and swimming pools, great dinner and breakfast.",Distance from the city.,9.0
Park & Spa Hotel Markovo,It's a great hotel.,,10.0
Park & Spa Hotel Markovo,All clean and neat with very helpful staff and quite good food!! Very good.,,10.0
Park & Spa Hotel Markovo,"A lovely hotel with friendly staff, clean rooms, a good restaurant, a rich breakfast, clean spa areas.",The bathroom door is as if it were not there and therefore not comfortable to use the room.,9.0
Park & Spa Hotel Markovo,"The hotel is new and clean. The staff are polite. The spa and pools are very clean and beautiful! The most impressive thing was the hearty breakfast, the amazing and varied food and everything was fresh and quality. Our only observation was that we were with a 3-year-old child, and we were set up by the elevator and the stairs and we could hear all the people coming home all night. Everything else was great.",,9.6
Park & Spa Hotel Markovo,Everything,There is no such thing.,10.0
Park & Spa Hotel Markovo,"Super cozy place, friendly service","The restaurant menu needs to be enhanced, breakfast has much to improve",9.6
Park & Spa Hotel Markovo,,Having to pay for toys for kids like video game..  at no time says that on the website or app.. 10 leva to play 1 hour video game.. No activity for child 10-15 years other than pool.. The rest is paid...You have to pay for toys for children as a video game .. at no time do you say this on the website or app .. 10 takes to play 1 hour video game .. No activity for children from 10 to 15 years old except swimming pool. The rest is paid.,8.0
Park & Spa Hotel Markovo,The spa and wellness area was great. The menu was very extensive and the food was very good.,,9.2
Park & Spa Hotel Markovo,"I really liked the breakfast which was very rich..The cleanliness of the room is really top as well as the infrastructure made available-The spa is really good as well as its indoor pool..The decoration of the place is worthy of a resort.","Very far from Plovdiv city center, taxi will be needed if you want to go there-The spa sometimes wasn't very clean. .Pool side outside it was under construction and renovation.",9.0
Park & Spa Hotel Markovo,Breakfast was great. The spa was great.,,10.0
Park & Spa Hotel Markovo,"Everything's fine, I just don't have any notes!",,10.0
Park & Spa Hotel Markovo,Staff are friendly and smiling. The spa is maintained at a high level. A wide range of massage treatments is available. Breakfast offers a wide selection of delicious products.,,9.2
Park & Spa Hotel Markovo,Very comfortable rooms.The spa was very good and the breakfast was excellent.,A disadvantage I could characterize the distance from the city.,8.8
Park & Spa Hotel Markovo,I like everything.,,10.0
Park & Spa Hotel Markovo,Comfort in every way,Maybe a little isolated,10.0
Park & Spa Hotel Markovo,Pool.. breakfast.. bed and room comfort.,Dinner at the restaurant for dinner was small... price was high.,8.8
Park & Spa Hotel Markovo,"Very good location, great view. Great breakfast.",,10.0
Park & Spa Hotel Markovo,,I had a room with a bedroom in my reservation and I was given a twin room... since the hotel was empty at 70%...,8.3
Park & Spa Hotel Markovo,"Comfortable rooms, great food in the restaurant, a good spa. Massages are also great! ",,10.0
Park & Spa Hotel Markovo,,Too much noise at the spa and the hotel in general.,7.5
Park & Spa Hotel Markovo,Everything!,There is no such thing!,10.0
Park & Spa Hotel Markovo,"Very clean, easy location, friendly staff, rich and tasty breakfast, good spa, large children's area. I recommend the hotel!",The shower line in the bathroom was very weak.,10.0
Park & Spa Hotel Markovo,"Quiet setting, renovated spa and friendly staff. Our room was spacious, and I was especially impressed by the high-end bathroom and comfortable bed equipment. The common areas were well maintained, the view of Plovdiv, especially in the evening, is worth it.","We had dinner both days in the restaurant, the food was well presented, but it wasn't very good, and the prices were unduly high.",9.0
Park & Spa Hotel Markovo,We loved it all.,,10.0
Park & Spa Hotel Markovo,"The hotel is very nice, all clean and decorated with taste and attention to detail. Rooms are large and spacious, also beautifully furnished and very, very clean. The second night, there was a very loud company next door, but the staff followed that and immediately moved us to the very night in another room! That's really good attitude!","The only thing that matters is the maids: The cleanliness is very high, but they were very loud and in the afternoon you couldn't rest.",10.0
Park & Spa Hotel Markovo,Everything...,Everything's great... perfect...,10.0
Park & Spa Hotel Markovo,"Excellent and really rich breakfast. The infrastructure of the hotel on the street is still in the process of being completed, but the potential is impressive - a park, a cable car, playgrounds. However, the views from the window are not very good yet ... Warm large pool, good sun loungers. Good playroom. There was an animation for Halloween - the children were delighted. Cozy rooms. Everything inside is new and clean. Good beds. Very responsive staff.","Given the flow of tourists, there is clearly not enough parking space and it is almost impossible to find a free sun lounger in the pool on weekends and get into the sauna / hammam. Perhaps in the summer a hotel with an outdoor pool will cope with the flow of tourists, but in the cold season it is not very good. And the heated towel rail is very inconveniently located in the room - below, under the sink, it is difficult to hang bathing suits until the next day. There is a lack of floor heating and heating in the bathroom, bathrobes remain wet. I would like to hope that the hotel will be completed soon, because so far the view from the window of the empty pool is depressing. But in general, I liked the trip, the price-quality ratio more than justified itself.",8.8
Park & Spa Hotel Markovo,"An exceptional value for money, a very nice overall atmosphere..everything is really well done in this complex..the breakfast is really bad for a 4 *.-the spa is very clean is very functional..The rooms are not very modern but efficient.",,10.0
Park & Spa Hotel Markovo,His breakfast was very good for European hotels. The rooms were clean. The pool was warm.,"The pool was small and crowded. There was no hammam. There is a sauna, steam and ice room.",8.8
Park & Spa Hotel Markovo,"The food available for breakfast and the restaurant itself is very high. .The staff was helpful.  The sauna, the steam room, and the pools were great!",The separate jacuzzi wasn't working.,8.3
Park & Spa Hotel Markovo,"Great staff, excellent cuisine in the restaurant and a rich breakfast. A pleasant spa, cosy and comfortable rooms.",More comfort in the spa.,9.0
Park & Spa Hotel Markovo,"Nice spa hotel, many options - large sauna area, nice indoor pool with massage pool, large outdoor pool and nice outdoor area. Restaurant very good, quiet location, good parking and - the room can be completely darkened, so a quiet sleep. Air conditioning very quiet.",,9.0
Park & Spa Hotel Markovo,The breakfast was great. It had everything. Its location was a 15-minute drive from the sights. I think it's ideal for families. It has enough to keep the children busy and I see they're preparing more outside the hotel.,,10.0
Park & Spa Hotel Markovo,"Very friendly staff, especially in the restaurant, delicious food. A rich and excellent breakfast with a wonderful organization!","The temperature in one room was much lower than in the other rooms. There was no possibility of correction. The morning after the night, there was no hot water in the bathroom. The door to one of the rooms didn't close properly.",8.3
Park & Spa Hotel Markovo,The Standard Double Room is larger than most. The spa is adequate for the size of the hotel and is not crowded. Unique food in the editorial!,,9.0
Park & Spa Hotel Markovo,The pool is beautiful. The children's playground is big and fun. Parking is secure. His breakfast is amazing.,,9.6
Park & Spa Hotel Markovo,"Loved the rooms, restaurant and spa. Nice play area for kids with babysitter.",,10.0
Park & Spa Hotel Markovo,"Excellent hotel, an exceptional breakfast one of the best ever found in a hotel. The SPA is very good. The location is peripheral to the center of Plovdiv but we knew that in fact we had a rental car. The idea of ​​having motorcycles and vintage cars as interior furniture of the hotel is very original.","I would improve the information for the use of the SPA for the guests of the hotel, we did not find bathrobes in the room and they did not understand how to go to the SPA and with the staff member we had some misunderstandings but nothing serious, they were always kind and helpful and solved our problems always. One thing I would change is the habituation of the room cleaning staff to leave the tax open after they had finished cleaning because being the hotel in the open countryside you often find insects inside the room. The bathroom has a semi-transparent door that does not give the maximum privacy.",9.6
Park & Spa Hotel Markovo,"Large room, very good breakfast. Very good priceperformance ratio. Quiet location.",,9.6
Park & Spa Hotel Markovo,"Breakfast, pool, the charity of the staff, everything was beautiful.","As a suggestion, ladies should bring a hair dryer - it works very slowly.",10.0
Park & Spa Hotel Markovo,"The rooms were very clean and comfortable, the staff were smiling, the water in the pool was very warm and clean, the food in the restaurant was very tasty, in a word it was all PERFECT... the hotel exceeded my expectations... I recommend it...",,10.0
Park & Spa Hotel Markovo,"The pool, the food, and the kids' corner.",The rooms smelled like sparerion.,9.6
Park & Spa Hotel Markovo,"We were all on the level. We're very happy and we'd certainly visit the hotel again! A very clean, pleasant and beautiful place. Staff are friendly and friendly.It's worth visiting, anyone with taste would love it!",,10.0
Park & Spa Hotel Markovo,,"Extremely clean, comfortable and peaceful! Friendly staff, friendly and smiling! The kitchen in the restaurant was under scrutiny! Value for money, 0! Apart from that, we had a great stay!",9.2
Park & Spa Hotel Markovo,"A chic hotel. A piece of heaven on earth. I liked everything, especially the value for money",,9.6
Park & Spa Hotel Markovo,"Everything's always on the level, perfect!",,10.0
Park & Spa Hotel Markovo,"evening meal and perfect breakfast, impeccable service.breakfast adapted also to our French habits",more detail on the route to find the hotel,9.0
Park & Spa Hotel Markovo,"Very suitable for family, especially for parents who enjoy a relaxing time at the children's playground, the best breakfast I've seen in European hotels, the spa and pool closes at 21:00, and the taxi from the hotel to the train station costs around 10 bgn.",,10.0
Park & Spa Hotel Markovo,"The hotel area is new and nicely designed, the staff very nice and helpful. The breakfast was good and rich. The room was spacious, nicely designed and clean. The spa area is also very nicely designed and the additionally bookable offers (massages, skin care, etc.) were very fair at the price. Overall a pleasant stay.",The coffee,10.0
Park & Spa Hotel Markovo,And the breakfast and the dinner we had were very good.,"The pool in the days we were there was a blur of water. .The hotel is fantastic, the décor with the five motorcycles is wonderful, the staff is always willing to help and especially the Greek-speaking boy helped us very much. I already introduced it to my friends. It is 8 km from the centre, but very easy to reach in less than 10 minutes.",9.0
Park & Spa Hotel Markovo,"Cool pool, super warm water, jacuzzi big and cool! Friendly staff! Good hotel restaurant and lobby bar!","Noisy, a donkey lives on the territory, and at night and in the morning he woke us up! And also some kind of work, the workers were noisy! Only one elevator worked!",9.6
Park & Spa Hotel Markovo,"Good breakfast, polite staff.","There is a strong smell of carpet in the room, the suite does not have a balcony.",8.8
Park & Spa Hotel Markovo,,"Everything was great, but as a family of two children, we encountered difficulties with food at lunch and dinner, the choice was not enough for the children to be properly fed, there must be something more affordable and cooked.",10.0
Park & Spa Hotel Markovo,When arriving by car in a hotel like this it is always better to have a hotel in the city center The pampering spa greenery around the exit to the terrace expands the heart,"First to diversify the breakfast to make small changes to stay 4 days and expect the surprises the lifts are horribly slow and when we are one of the 2 was disabled and a word about the cleaner cleans the stainless steel parts in the elevator uses very spicy substances that suffocate both her and the users, really no shortage of green detergents",9.6
Park & Spa Hotel Markovo,Hotel invested recently renovated rooms tastefully decorated. Excellent breakfast and a dreamy pool,All is well,9.6
Park & Spa Hotel Markovo,"They deserve one more star! They received us very well. Qualified and very friendly staff, young people looking forward to working. The very spacious room with nice views, the very spacious bathroom, the super large and comfortable bed. There was no lack of detail. The full and delicious breakfast. The spa and wellness center excellent and very clean (not chlorine based). We had dinner in the restaurant - all great. Spacious parking. They had the detail of leaving us a special place.",,10.0
Park & Spa Hotel Markovo,Everything,,10.0
Park & Spa Hotel Markovo,"Excellent apartment design, excellent spa area, hot pools, very rich breakfast, good cuisine in the restaurant at normal prices.",There is no such thing.,10.0
Park & Spa Hotel Markovo,"Extremely great facility. Huge outdoor swimming pool- beautiful. Friendly staff throughout the hotel. Very good restaurant. If you want to stay outside Plovdiv, this is the perfect address",Not easy to find. My navigation system did not have the address,9.2
Park & Spa Hotel Markovo,The scenery and the service.,,10.0
Park & Spa Hotel Markovo,"Nice service, good food",A strange smell in the room,8.8
Park & Spa Hotel Markovo,"Breakfast was very good and varied. The location is good, but the inconvenience was that our room was located near the main road connecting the city of Plovdiv with s. It's brand-new.","Our room was very good, but we didn't have a terrace, which disappointed us a little.",9.6
Park & Spa Hotel Markovo,"Where he is, he's clean and his breakfast is good. - I recommend it.",Everything was fine.,7.5
Park & Spa Hotel Markovo,Good overall service,Quite far from Plovdiv,8.8
Park & Spa Hotel Markovo,All,Nothing,10.0
Park & Spa Hotel Markovo,"The indoor pool.The restaurant is lovely, as is the garden.","The interior of the room didn't match the price... The pool was dirty water, the colour was green. The steam room had no running water to drink and too strong mint aroma.",8.3
Park & Spa Hotel Markovo,"Staff, restaurant, breakfast, atmosphere of relaxation and peace",,10.0
Park & Spa Hotel Markovo,All,The only music program,10.0
Park & Spa Hotel Markovo,Very good,Please do something for your gym.,8.8
Park & Spa Hotel Markovo,Spa,,9.6
Park & Spa Hotel Markovo,"View, pool, indoor pool, games room with playground, breakfast buffet",,10.0
Park & Spa Hotel Markovo,"Fantastic breakfast, dinner.Very stylish courtyard with garden and pool. Lots of spa and entertainment options.",I can't point to anything negative.,10.0
Park & Spa Hotel Markovo,"Very spacious, clean room. Balcony with a great view. Phenomenal breakfast and all that at an unbeatable price.",,9.6
Park & Spa Hotel Markovo,"The staff has been extremely kind and helpful, and every wish we have made has been answered with respect. The food was very tasty and varied. The indoor pools are on the level. Million Dollar View!","There could be a door in the shower, because it's getting too wet for little kids.",9.6
Park & Spa Hotel Markovo,"Modern hotel, excellent service, friendly staff, impeccable cleanliness, excellent food, pools and a good spa. Congratulations on the management of the hotel. Beautiful garden and views of Plovdiv.",,10.0
Park & Spa Hotel Markovo,"hotel has many services, excellent and courteous staff, good restaurant","The SPA was not in excellent condition at maintenance level, it can be OK, the gym had some broken tools. The room had stains on the floor in the moquet",7.5
Park & Spa Hotel Markovo,"Very comfortable bed, the meals (breakfast and dinner) are varied and have a lot of choices.",The only downside was the outdoor pool too cold. Indoor pool was cold only 1st day.,9.6
Park & Spa Hotel Markovo,Everything was perfect,There is no bad side,10.0
Park & Spa Hotel Markovo,"Smiling staff, cleanliness, pleasant surroundings","If you want to have a fresh plate of breakfast, you can do it yourself, which, on a busy day, is insane, because queues are formed and there is a dispute between customers, one of whom I have witnessed personally.",9.2
Park & Spa Hotel Markovo,"Spacious room, deco at the top, large terrace overlooking a beautiful view. A buffet at breakfast extra there is plenty for all sweet tastes, salty breakfast classic to type and small fish not to mention the extra honey.",,10.0
Park & Spa Hotel Markovo,"All very well. The pool is great, the room is very good and the best is THE CHILD AREA, there is an outside area fenced (so no fear of escape) and another interior with a lot of games!! I would repeat without a doubt!!!","The Quino has its own vehicle, you can not go because it is far away.",9.6
Park & Spa Hotel Markovo,Perfect place. Perfect attitude. A place where you can really feel good.,,10.0
Park & Spa Hotel Markovo,"Super, spacious, friendly staff, great park and pool",,10.0
Park & Spa Hotel Markovo,"Amazing hotel, clean and spacious rooms, friendly staff, superb breakfast!",,10.0
Park & Spa Hotel Markovo,"It's a hard-to-reach point. The location of the hotel is very quiet and in nature. Breakfast is a respectable, varied and palatable breakfast.","The depth of the pool, both the hot pool and the exterior pool, is not enough.",8.3
Park & Spa Hotel Markovo,Everything in General. Good food.,"the passage from indoor to uncovered pool е bad connection",7.9
Park & Spa Hotel Markovo,"A very good breakfast buffet, very friendly staff and a clean outdoor area. All in all, EXCELLENT.",,9.6
Park & Spa Hotel Markovo,A great hotel,,10.0
Park & Spa Hotel Markovo,"The pool very large and nice. The large, very clean, spacious room overlooking the pool.",,10.0
Park & Spa Hotel Markovo,The food was delicious and served beautifully. We'd love to be your guests again.,The only water in the Jacuzzi was lukewarm. We were in a room with no terrace.,8.3
Park & Spa Hotel Markovo,"The SPA and the pools, both outside and inside are great..The breakfast was spectacular..The kids play area was very good..The room was very spacious and comfortable",all phenomenal,10.0
Park & Spa Hotel Markovo,"Great breakfasts, with natural juice (orange juice) very valued, since in many places it deprives its absence. Good attention from all the staff, and with an acceptable quality-price ratio","At dinners and meals the delay in taking note of the order (they seem not in a hurry), but once done, the time to bring the requested is very acceptable",9.6
Park & Spa Hotel Markovo,Excellent and plentiful breakfast.,The massage center. Felt unprofessional,10.0
Park & Spa Hotel Markovo,Panorama view of Plovdiv. Tomorrow is good. The staff is wonderful.,"Didn't like that the spa was separate from the pool. That is, after the spa, in order to swim, you need to go through the spa reception, which is not very convenient, but not critical.",10.0
Park & Spa Hotel Markovo,everything is great!!! The pool ... the breakfast and the rooms,everything is great,10.0
Park & Spa Hotel Markovo,"The hotel has exceeded all expectations. He deserves five stars! Comfortable room, impeccable cleanliness, wonderful views of the magical Rhodopes. A lovely reception. The hotel has a lovely children's area, both indoor and outdoor (our child was very impressed). The cherry on the cake was breakfast. A variety of products of exceptional quality. There was an orange juice machine and three types of Bulgarian cheese of exceptional quality. We'd visit the hotel again as soon as possible and recommend it to friends!",One of the animators in the nursery complained about the long working day of the guests.,9.6
Park & Spa Hotel Markovo,"Everything in general is spectacular, with many details and very well taken care of.",Nothing!,7.5
Park & Spa Hotel Markovo,"The hotel is a bit higher and so you have a beautiful view just in the evening. The pool area is nice, we did not use it, there was a young man sitting and collecting money from some visitors, unfortunately he did not understand any real English and thus the question of ""why?"" remained unanswered. Breakfast was delicious with great views. The rooms look like on the pictures and seemed newly renovated. We didn't eat dinner there. A birthday was celebrated and it was very loud - it's just how it is when it's celebrated.","We had a corner room on the street, that was loud, very loud.",7.9
Park & Spa Hotel Markovo,,Far away to the center,8.8
Park & Spa Hotel Markovo,"Great hotel with great location!.The purity was very high..The food was delicious and everything was perfect..We'll visit him again, absolutely!",,10.0
Park & Spa Hotel Markovo,"good and very comfortable hotel. we were in transit even though it is a spa hotel. On the territory there is a parking lot, a mini zoo and swimming pools. very good breakfast.",there is no such,10.0
Park & Spa Hotel Markovo,Everything was perfect.,"When you leave the room, the power goes off and it can't charge the dust.",9.2
Park & Spa Hotel Markovo,,You might consider pool service,8.3
Park & Spa Hotel Markovo,Good morning and quiet location. comfortable rooms and ideal for families,,10.0
Park & Spa Hotel Markovo,It's a beautiful place! Clean and quiet for a hotel this big. I recommend it!,There's nothing we don't like.,10.0
Park & Spa Hotel Markovo,Quper,,10.0
Park & Spa Hotel Markovo,Everything else was on the level.,The terrace was being renovated.,9.2
Park & Spa Hotel Markovo,"Spacious rooms, excellent service, clean, varied and excellent breakfast.",,10.0
Park & Spa Hotel Markovo,Everything was clean and tidy..We've already made our request for a change of rooms..The staff were attentive and friendly..Everything is fine.,There was no problem in general.,10.0
Park & Spa Hotel Markovo,"The whole area is great. Got a nice room again, with a great view of the city!",,10.0
Park & Spa Hotel Markovo,Everything was great.,,10.0
Park & Spa Hotel Markovo,"Comfortable room and the many amenities of the hotel (swimming pools, jacuzzi, sauna,.).",Some of the staff should learn smiles.,9.6
Park & Spa Hotel Markovo,"Everything was great, thank you for a great time. The only moment, one of the rooms, of which there are very few, was without a balcony, but it was easily survived",,7.5
Park & Spa Hotel Markovo,"- Lovely breakfast..An amazing collection of old Balkan bikes..Great view from the hotel to the city.","Dirty balcony..Morally outdated furniture in the rooms.",7.9
Park & Spa Hotel Markovo,"The hotel is just perfect ... the room, the pools, the food is excellent, we will definitely be back.",nothing,10.0
Park & Spa Hotel Markovo,"Excellent facility with many services. Excellent value for money. Pool and breakfast ok.  Connections to Plovdiv, if you do not have your own vehicle, are guaranteed by very low-priced taxis",,9.6
Park & Spa Hotel Markovo,"Great breakfast with nice view: variety of fruits, breads, fresh orange juice... Soundproofed and clean room. The bathrobe and slippers are much appreciated.",No information in English in the room for massages. No availability during our stay. Indoor access door to the steam room to adjust 1 sauna at the stop and small spa. Missing 1 outdoor jacuzzi.,8.8
Park & Spa Hotel Markovo,"Everything was on a superb level! The room was perfectly clean, fresh, smelled of fresh and pleasant aroma. The bathroom was in perfect condition, too, and it was very beautiful. From the balcony, you could see all of Plovdiv. And at night, the view was delightful. The restaurant was very stylish and refined, in keeping with the entire hotel. The pools were crystal clear. The perfect place to relax! I have no words to say how fully loaded and rested I am. I would be most happy to visit you again and recommend you to all my friends and acquaintances. ♥️♥️♥️♥️♥️",,10.0
Park & Spa Hotel Markovo,"In one word: great!! We loved it, everything is perfect: the room, the facilities, the cleanliness, the bar, the restaurant, the playground for children, the pool with its awesome arbors!! the awesome indoor heated pool, the spa... finally superb hotel with lovely staff!! We are already looking forward to returning!! Thank you Hotel Markovo for putting stars in the eyes of the children because they are really treated to food and we too!!","Nothing, everything is great!!",10.0
Park & Spa Hotel Markovo,Abundance of breakfast,The slow service in the restaurant ... (young lady managed to pick up the order in 20 minutes,8.3
Park & Spa Hotel Markovo,"We took a deluxe room, a large, spacious room, it's a pity that without a balcony and the ability to open a window. Otherwise, everything was great, a good free spa (it’s very good for a free spa, opening hours are up to 21 hours - important for those who travel by car like us) were - a cold room, an infrared sauna, a Finnish sauna, a hammam, a jacuzzi, a salt room , heated indoor pool and a huge outdoor pool. A hookah is offered by the pool, there is a relatively inexpensive bar (open until 23 pm, like a restaurant). The restaurant, the choice of dishes is quite good, the service is better than the quality of the food, the staff is trying very hard that it is not a pity to leave a tip. I liked the Greek salad with delicious Bulgarian tomatoes and generous slices of cheese. There were plenty of parking spaces, this was when the hotel was fully loaded - there were no free rooms. If you plan to go to the store and you are by car, then it is in Markovo literally a kilometer from the hotel. Everything was organized in the room, including for the disabled, which also speaks of the quality of the services provided and the care of the hotel owner, well done!","Probably a minus only in the restaurant and in one of the dishes - they served completely barely opened mussels, in Bulgaria, wherever we were, they were conveniently opened, and as I understand it, this indicates the correct preparation of the dish, that’s right, if you want to complain about something, in the rest of the pros!",10.0
Park & Spa Hotel Markovo,"Fabulous hotel: varied and good breakfast, nothing is missing! There is even a chocolate fountain! Beautiful and spacious rooms, fantastic spa..I paid for a massage and have to say it was really worth it, the guy was really good! .The indoor and outdoor pools are also beautiful! .I recommend it. .The hotel is slightly outside Plovdiv but the city can be reached quickly.",The only flaw was the third bed... I must say that it was a bit small.,9.2
Park & Spa Hotel Markovo,"Breakfast is above expectations, except plovdiv as location, but if you have a car, it's too close.",Nothing.,9.6
Park & Spa Hotel Markovo,A variety of food and abundance. Spacious room. Friendly staff. Very clean.,A uncomfortable mattress.,8.3
Park & Spa Hotel Markovo,"Pool, spa, calm",,8.3
Park & Spa Hotel Markovo,"Very good spa, big pool.",The outdoor pool was very dirty.,9.2
Park & Spa Hotel Markovo,Very good,,9.2
Park & Spa Hotel Markovo,"Perfect hotel, great staff",,10.0
Park & Spa Hotel Markovo,"Very friendly welcome, room very nice, large shower, everything was very spacious.",Pool hours could be a bit longer,9.6
Park & Spa Hotel Markovo,,"The only thing I didn't like was the poor breakfast! No assortment... vegetables and fruits under any criticism! On principle, first come, first served, no charge block tables! It doesn't go to such a beautiful place, such a fasty breakfast menu! The free-use restaurant offers great things on the menu, super delicious and varied!",8.3
Park & Spa Hotel Markovo,Great hotel with great views of Plovdiv. Here you can enjoy your well-deserved evening work very relaxed.,,10.0
Park & Spa Hotel Markovo,Nice pool.Good restaurant and rich breakfast,It is a 15-minute drive from Plovdiv but that provides peace and quiet,7.5
Park & Spa Hotel Markovo,Clean service,,9.2
Park & Spa Hotel Markovo,"The hotel is charming, spacious rooms, wonderful facilities and all within a short drive to Plovdiv. Excellent service Excellent breakfast Large pools, gym and spa","There was a problem with the air conditioners in the hotel, the air conditioners are not really refrigerators",8.8
Park & Spa Hotel Markovo,Perfect service and location. Very friendly and smiling staff.,,10.0
Park & Spa Hotel Markovo,"Nice spacious rooms and bathrooms. .The gym and indoor pool were top notch..Very large hotel, a lot of rooms and people at breakfast but still fluid.",,9.2
Park & Spa Hotel Markovo,A very good place to relax!,"It's a great place with a lot of good treatment for kids. Special thanks to the animator Vaska from 10:00 to 10:00. finds a way to entertain the little ones. Food is on the level both in the restaurant and in the bar. A new large indoor jacuzzi and playground for older children are being built. The lifeguards are both inside and out in the pools, and they even teach the children to swim. I recommend hot!",10.0
Park & Spa Hotel Markovo,"Beautiful and cozy place, very well maintained, very spacious. Comfortable rooms. We went back to it again and hope to return again.",,9.6
Park & Spa Hotel Markovo,A block of table with a variety of foods.,"Restaurant Menu Ha Ha Ha Ha Ha Ha!.High prices!).There's no variety of Bulgarian cuisine!.Fried potatoes with cheese? serve them ""uncharted"" with the bark?.All-day renovation work!Builders, bagels, phasers.",7.5
Park & Spa Hotel Markovo,Great value for money!,,9.6
Park & Spa Hotel Markovo,Nice pool. They have clean rooms. Breakfast is good.,It's too far to the city. It's not registered in OSCE Navigation. It was hard to locate him.,9.2
Park & Spa Hotel Markovo,"Lovely hotel and staff, we enjoyed every minute from the pampering greetings to the rich breakfast, hotel number 1 in Plovdiv, highly recommend !!!",everything is perfect,10.0
Park & Spa Hotel Markovo,"Everything was right. Friendly and helpful staff, delicious breakfast, large pool and nice spa.","The music at the pool didn't match much with wellness, more like a party.",9.2
Park & Spa Hotel Markovo,"Very nice, very clean, lovely staff, approachable. Had a great time and will be back.",Everything was good but it is suitable either for those who have a car or for those who stay and rest only,10.0
Park & Spa Hotel Markovo,Equal and spacious rooms,Very slowly check out. Different price then booking.,7.5
Park & Spa Hotel Markovo,All,Small problems with the air conditioning system but it was finally solved!,9.2
Park & Spa Hotel Markovo,"Beautifully arranged hotel, terrace, swimming pool, children's playground, spacious room with balcony, cleanliness .. very nice","Except for the reception, they do not communicate much in English.",9.6
Park & Spa Hotel Markovo,"Good, comfortable and high quality hotel.",,9.2
Park & Spa Hotel Markovo,Everything is incredibly special. The staff is very friendly. The Russian receptionist who was from the city of Karlovo is very nice.,,9.6
Park & Spa Hotel Markovo,I like it all! .I'll visit him again.,,10.0
Park & Spa Hotel Markovo,It's a family-oriented hotel. Lots of facilities and entertainment for the children. Wonderful and varied food. Friendly staff.,"No notes, great place.",10.0
Park & Spa Hotel Markovo,"A delicious breakfast, including extras I've never found anywhere else. It's a great pool and a great area. Responsible staff. Comfortable hotel for families with children and for business events. Smoking is also considered.",Extra-narrow and extra-hard bed. They switched it for me with a walker. It was the same situation. It's not clear how a big man could sleep. Mattresses and large beds are not very comfortable.,10.0
Park & Spa Hotel Markovo,"Everything! Amazing view (if you are on a high floor and with a face to Plodiv)! A green and beautiful place !! Pleasant heated pool + huge outdoor pool! With comfortable rest seats for a sauna and a steam room, a nice Jacuzzi - I would have improved it with a simply insane breakfast - the best we had in Bulgaria! Really recommended for those in the Plovdiv area with a car (with a bump hard in my opinion to get to)! Worth every penny",,10.0
Park & Spa Hotel Markovo,"Very nice location. The room is clean, the staff is friendly and helpful, the breakfast is very good!!",,10.0
Park & Spa Hotel Markovo,"The restaurant was great. The staff are kind and helpful. The food was great.  We had dinner there every night.  We tried a lot of different things on the menu, and there was nothing that wasn't done right. The bar was good, too.  The staff there were also friendly.  The cocktails were very well made.  The children's corner was a paradise for children.  The cartoons were nice, the kids loved them. The spa is also excellent.  I took advantage of a package that included a massage.  The girl was a total pro. The troubles were clean. The room was nice, there was nothing missing. Bathrooms are too.","The only thing we didn't like was that cleaning the room didn't include vacuum cleaner cleaning at least every other day.  We had five nights, and when we asked when it was vacuumed, we were told it was done when the room was vacated.  We were with two children, four and one.And even though they didn't eat in their room, they happened to eat a pretzel or a biscuit in their room and make crumbs.",10.0
