,Unnamed: 0,Hotel,Liked,Disliked,Score,Combined comment
958,1285,Tarnovski Dom Guest Rooms,,".“Чистотата, удобствата, лесната локация, както и чудесният персонал”“The cleanliness, facilities, easy location, and great staff”.",3.0," .“Чистотата, удобствата, лесната локация, както и чудесният персонал”“The cleanliness, facilities, easy location, and great staff”."
959,1286,Tarnovski Dom Guest Rooms,,".“The location is great, the price is more than ok and even tho the staff didn't speak quite English but they were super nice. I strongly recomand! I also found a place to park my motorcycle in a safe place for free and that was awesome.”.",9.0," .“The location is great, the price is more than ok and even tho the staff didn't speak quite English but they were super nice. I strongly recomand! I also found a place to park my motorcycle in a safe place for free and that was awesome.”."
960,1287,Tarnovski Dom Guest Rooms,,.“Напълно самостоятелно студио с отделен вход в блок.”“Fully independent studio with a separate entrance in a block.”.,8.0, .“Напълно самостоятелно студио с отделен вход в блок.”“Fully independent studio with a separate entrance in a block.”.
961,1288,Tarnovski Dom Guest Rooms,,".“The room has a small but complete kitchen and dining area with dishes and everything. Very nice! The bed is two twins together, but comfy otherwise.”.",7.0," .“The room has a small but complete kitchen and dining area with dishes and everything. Very nice! The bed is two twins together, but comfy otherwise.”."
962,1289,Tarnovski Dom Guest Rooms,,".“Cheap price, big room with water kettle and fridge, balcony. Good location for visiting Veliko Tarnovo.”.",7.0," .“Cheap price, big room with water kettle and fridge, balcony. Good location for visiting Veliko Tarnovo.”."
963,1290,Tarnovski Dom Guest Rooms,,".“great location, just 5 minutes walk from south bus station, and near most sightseeing points and tourists information centre; nice staff”.",4.0," .“great location, just 5 minutes walk from south bus station, and near most sightseeing points and tourists information centre; nice staff”."
964,1291,Tarnovski Dom Guest Rooms,,".“Все!! Вполне достаточно для короткой транзитный поездки!! Очень культурен,образован и доброжелателен персонал!!”“Everything!! Quite enough for a short transit trip !! Very cultured, educated and friendly staff !!”.",4.0," .“Все!! Вполне достаточно для короткой транзитный поездки!! Очень культурен,образован и доброжелателен персонал!!”“Everything!! Quite enough for a short transit trip !! Very cultured, educated and friendly staff !!”."
965,1292,Tarnovski Dom Guest Rooms,,".“Very nice stuff, great localization. We enjoyed the stay. We recommend.”.",3.0," .“Very nice stuff, great localization. We enjoyed the stay. We recommend.”."
966,1293,Tarnovski Dom Guest Rooms,,.“Accueil super sympa. L'hôtel est très proche du centre. Je recommande cette adresse. .N'hésitez pas”“Super friendly welcome. The hotel is very close to the center. I recommend this address. .Do not hesitate”.,2.0, .“Accueil super sympa. L'hôtel est très proche du centre. Je recommande cette adresse. .N'hésitez pas”“Super friendly welcome. The hotel is very close to the center. I recommend this address. .Do not hesitate”.
967,1294,Tarnovski Dom Guest Rooms,,.“Отлично местоположение.Лесно за откриване и близо до забележителностите.Отзивчива домакиня.”“Excellent location.Easy to find and close to the sights.A resourceful housewife.”.,3.0, .“Отлично местоположение.Лесно за откриване и близо до забележителностите.Отзивчива домакиня.”“Excellent location.Easy to find and close to the sights.A resourceful housewife.”.
968,1295,Tarnovski Dom Guest Rooms,,".“Чистотата, удобствата, лесната локация, както и чудесният персонал”“The cleanliness, facilities, easy location, and great staff”.",8.0," .“Чистотата, удобствата, лесната локация, както и чудесният персонал”“The cleanliness, facilities, easy location, and great staff”."
969,1296,Tarnovski Dom Guest Rooms,,".“The location is great, the price is more than ok and even tho the staff didn't speak quite English but they were super nice. I strongly recomand! I also found a place to park my motorcycle in a safe place for free and that was awesome.”.",8.0," .“The location is great, the price is more than ok and even tho the staff didn't speak quite English but they were super nice. I strongly recomand! I also found a place to park my motorcycle in a safe place for free and that was awesome.”."
970,1297,Tarnovski Dom Guest Rooms,,.“Напълно самостоятелно студио с отделен вход в блок.”“Fully independent studio with a separate entrance in a block.”.,7.0, .“Напълно самостоятелно студио с отделен вход в блок.”“Fully independent studio with a separate entrance in a block.”.
971,1298,Tarnovski Dom Guest Rooms,,".“The room has a small but complete kitchen and dining area with dishes and everything. Very nice! The bed is two twins together, but comfy otherwise.”.",8.0," .“The room has a small but complete kitchen and dining area with dishes and everything. Very nice! The bed is two twins together, but comfy otherwise.”."
972,1299,Tarnovski Dom Guest Rooms,,".“Cheap price, big room with water kettle and fridge, balcony. Good location for visiting Veliko Tarnovo.”.",8.0," .“Cheap price, big room with water kettle and fridge, balcony. Good location for visiting Veliko Tarnovo.”."
973,1300,Tarnovski Dom Guest Rooms,,".“great location, just 5 minutes walk from south bus station, and near most sightseeing points and tourists information centre; nice staff”.",6.0," .“great location, just 5 minutes walk from south bus station, and near most sightseeing points and tourists information centre; nice staff”."
974,1301,Tarnovski Dom Guest Rooms,,".“Все!! Вполне достаточно для короткой транзитный поездки!! Очень культурен,образован и доброжелателен персонал!!”“Everything!! Quite enough for a short transit trip !! Very cultured, educated and friendly staff !!”.",9.0," .“Все!! Вполне достаточно для короткой транзитный поездки!! Очень культурен,образован и доброжелателен персонал!!”“Everything!! Quite enough for a short transit trip !! Very cultured, educated and friendly staff !!”."
975,1302,Tarnovski Dom Guest Rooms,,".“Very nice stuff, great localization. We enjoyed the stay. We recommend.”.",8.0," .“Very nice stuff, great localization. We enjoyed the stay. We recommend.”."
976,1303,Tarnovski Dom Guest Rooms,,.“Accueil super sympa. L'hôtel est très proche du centre. Je recommande cette adresse. .N'hésitez pas”“Super friendly welcome. The hotel is very close to the center. I recommend this address. .Do not hesitate”.,8.0, .“Accueil super sympa. L'hôtel est très proche du centre. Je recommande cette adresse. .N'hésitez pas”“Super friendly welcome. The hotel is very close to the center. I recommend this address. .Do not hesitate”.
977,1304,Tarnovski Dom Guest Rooms,,.“Отлично местоположение.Лесно за откриване и близо до забележителностите.Отзивчива домакиня.”“Excellent location.Easy to find and close to the sights.A resourceful housewife.”.,8.0, .“Отлично местоположение.Лесно за откриване и близо до забележителностите.Отзивчива домакиня.”“Excellent location.Easy to find and close to the sights.A resourceful housewife.”.
978,1305,Tarnovski Dom Guest Rooms,,".“Чистотата, удобствата, лесната локация, както и чудесният персонал”“The cleanliness, facilities, easy location, and great staff”.",6.0," .“Чистотата, удобствата, лесната локация, както и чудесният персонал”“The cleanliness, facilities, easy location, and great staff”."
979,1306,Tarnovski Dom Guest Rooms,,".“The location is great, the price is more than ok and even tho the staff didn't speak quite English but they were super nice. I strongly recomand! I also found a place to park my motorcycle in a safe place for free and that was awesome.”.",8.0," .“The location is great, the price is more than ok and even tho the staff didn't speak quite English but they were super nice. I strongly recomand! I also found a place to park my motorcycle in a safe place for free and that was awesome.”."
980,1307,Tarnovski Dom Guest Rooms,,.“Напълно самостоятелно студио с отделен вход в блок.”“Fully independent studio with a separate entrance in a block.”.,8.0, .“Напълно самостоятелно студио с отделен вход в блок.”“Fully independent studio with a separate entrance in a block.”.
981,1308,Tarnovski Dom Guest Rooms,,".“The room has a small but complete kitchen and dining area with dishes and everything. Very nice! The bed is two twins together, but comfy otherwise.”.",8.0," .“The room has a small but complete kitchen and dining area with dishes and everything. Very nice! The bed is two twins together, but comfy otherwise.”."
982,1309,Tarnovski Dom Guest Rooms,,".“Cheap price, big room with water kettle and fridge, balcony. Good location for visiting Veliko Tarnovo.”.",10.0," .“Cheap price, big room with water kettle and fridge, balcony. Good location for visiting Veliko Tarnovo.”."
983,1310,Tarnovski Dom Guest Rooms,,".“great location, just 5 minutes walk from south bus station, and near most sightseeing points and tourists information centre; nice staff”.",10.0," .“great location, just 5 minutes walk from south bus station, and near most sightseeing points and tourists information centre; nice staff”."
984,1311,Tarnovski Dom Guest Rooms,,".“Все!! Вполне достаточно для короткой транзитный поездки!! Очень культурен,образован и доброжелателен персонал!!”“Everything!! Quite enough for a short transit trip !! Very cultured, educated and friendly staff !!”.",10.0," .“Все!! Вполне достаточно для короткой транзитный поездки!! Очень культурен,образован и доброжелателен персонал!!”“Everything!! Quite enough for a short transit trip !! Very cultured, educated and friendly staff !!”."
985,1312,Tarnovski Dom Guest Rooms,,".“Very nice stuff, great localization. We enjoyed the stay. We recommend.”.",10.0," .“Very nice stuff, great localization. We enjoyed the stay. We recommend.”."
986,1313,Tarnovski Dom Guest Rooms,,.“Accueil super sympa. L'hôtel est très proche du centre. Je recommande cette adresse. .N'hésitez pas”“Super friendly welcome. The hotel is very close to the center. I recommend this address. .Do not hesitate”.,10.0, .“Accueil super sympa. L'hôtel est très proche du centre. Je recommande cette adresse. .N'hésitez pas”“Super friendly welcome. The hotel is very close to the center. I recommend this address. .Do not hesitate”.
987,1314,Tarnovski Dom Guest Rooms,,.“Отлично местоположение.Лесно за откриване и близо до забележителностите.Отзивчива домакиня.”“Excellent location.Easy to find and close to the sights.A resourceful housewife.”.,4.0, .“Отлично местоположение.Лесно за откриване и близо до забележителностите.Отзивчива домакиня.”“Excellent location.Easy to find and close to the sights.A resourceful housewife.”.
988,1315,Tarnovski Dom Guest Rooms,,".“Чистотата, удобствата, лесната локация, както и чудесният персонал”“The cleanliness, facilities, easy location, and great staff”.",10.0," .“Чистотата, удобствата, лесната локация, както и чудесният персонал”“The cleanliness, facilities, easy location, and great staff”."
989,1316,Tarnovski Dom Guest Rooms,,".“The location is great, the price is more than ok and even tho the staff didn't speak quite English but they were super nice. I strongly recomand! I also found a place to park my motorcycle in a safe place for free and that was awesome.”.",9.0," .“The location is great, the price is more than ok and even tho the staff didn't speak quite English but they were super nice. I strongly recomand! I also found a place to park my motorcycle in a safe place for free and that was awesome.”."
990,1317,Tarnovski Dom Guest Rooms,,.“Напълно самостоятелно студио с отделен вход в блок.”“Fully independent studio with a separate entrance in a block.”.,5.0, .“Напълно самостоятелно студио с отделен вход в блок.”“Fully independent studio with a separate entrance in a block.”.
991,1318,Tarnovski Dom Guest Rooms,,".“The room has a small but complete kitchen and dining area with dishes and everything. Very nice! The bed is two twins together, but comfy otherwise.”.",2.0," .“The room has a small but complete kitchen and dining area with dishes and everything. Very nice! The bed is two twins together, but comfy otherwise.”."
992,1319,Tarnovski Dom Guest Rooms,,".“Cheap price, big room with water kettle and fridge, balcony. Good location for visiting Veliko Tarnovo.”.",6.0," .“Cheap price, big room with water kettle and fridge, balcony. Good location for visiting Veliko Tarnovo.”."
993,1320,Tarnovski Dom Guest Rooms,,".“great location, just 5 minutes walk from south bus station, and near most sightseeing points and tourists information centre; nice staff”.",6.0," .“great location, just 5 minutes walk from south bus station, and near most sightseeing points and tourists information centre; nice staff”."
994,1321,Tarnovski Dom Guest Rooms,,".“Все!! Вполне достаточно для короткой транзитный поездки!! Очень культурен,образован и доброжелателен персонал!!”“Everything!! Quite enough for a short transit trip !! Very cultured, educated and friendly staff !!”.",8.0," .“Все!! Вполне достаточно для короткой транзитный поездки!! Очень культурен,образован и доброжелателен персонал!!”“Everything!! Quite enough for a short transit trip !! Very cultured, educated and friendly staff !!”."
995,1322,Tarnovski Dom Guest Rooms,,".“Very nice stuff, great localization. We enjoyed the stay. We recommend.”.",7.0," .“Very nice stuff, great localization. We enjoyed the stay. We recommend.”."
996,1323,Tarnovski Dom Guest Rooms,,.“Accueil super sympa. L'hôtel est très proche du centre. Je recommande cette adresse. .N'hésitez pas”“Super friendly welcome. The hotel is very close to the center. I recommend this address. .Do not hesitate”.,6.0, .“Accueil super sympa. L'hôtel est très proche du centre. Je recommande cette adresse. .N'hésitez pas”“Super friendly welcome. The hotel is very close to the center. I recommend this address. .Do not hesitate”.
997,1324,Tarnovski Dom Guest Rooms,,.“Отлично местоположение.Лесно за откриване и близо до забележителностите.Отзивчива домакиня.”“Excellent location.Easy to find and close to the sights.A resourceful housewife.”.,7.0, .“Отлично местоположение.Лесно за откриване и близо до забележителностите.Отзивчива домакиня.”“Excellent location.Easy to find and close to the sights.A resourceful housewife.”.
998,1325,Tarnovski Dom Guest Rooms,,".“Чистотата, удобствата, лесната локация, както и чудесният персонал”“The cleanliness, facilities, easy location, and great staff”.",8.0," .“Чистотата, удобствата, лесната локация, както и чудесният персонал”“The cleanliness, facilities, easy location, and great staff”."
999,1326,Tarnovski Dom Guest Rooms,,".“The location is great, the price is more than ok and even tho the staff didn't speak quite English but they were super nice. I strongly recomand! I also found a place to park my motorcycle in a safe place for free and that was awesome.”.",7.0," .“The location is great, the price is more than ok and even tho the staff didn't speak quite English but they were super nice. I strongly recomand! I also found a place to park my motorcycle in a safe place for free and that was awesome.”."
1000,1327,Tarnovski Dom Guest Rooms,,.“Напълно самостоятелно студио с отделен вход в блок.”“Fully independent studio with a separate entrance in a block.”.,8.0, .“Напълно самостоятелно студио с отделен вход в блок.”“Fully independent studio with a separate entrance in a block.”.
1001,1328,Tarnovski Dom Guest Rooms,,".“The room has a small but complete kitchen and dining area with dishes and everything. Very nice! The bed is two twins together, but comfy otherwise.”.",8.0," .“The room has a small but complete kitchen and dining area with dishes and everything. Very nice! The bed is two twins together, but comfy otherwise.”."
1002,1329,Tarnovski Dom Guest Rooms,,".“Cheap price, big room with water kettle and fridge, balcony. Good location for visiting Veliko Tarnovo.”.",8.0," .“Cheap price, big room with water kettle and fridge, balcony. Good location for visiting Veliko Tarnovo.”."
1003,1330,Tarnovski Dom Guest Rooms,,".“great location, just 5 minutes walk from south bus station, and near most sightseeing points and tourists information centre; nice staff”.",7.0," .“great location, just 5 minutes walk from south bus station, and near most sightseeing points and tourists information centre; nice staff”."
1004,1331,Tarnovski Dom Guest Rooms,,".“Все!! Вполне достаточно для короткой транзитный поездки!! Очень культурен,образован и доброжелателен персонал!!”“Everything!! Quite enough for a short transit trip !! Very cultured, educated and friendly staff !!”.",6.0," .“Все!! Вполне достаточно для короткой транзитный поездки!! Очень культурен,образован и доброжелателен персонал!!”“Everything!! Quite enough for a short transit trip !! Very cultured, educated and friendly staff !!”."
1005,1332,Tarnovski Dom Guest Rooms,,".“Very nice stuff, great localization. We enjoyed the stay. We recommend.”.",8.0," .“Very nice stuff, great localization. We enjoyed the stay. We recommend.”."
1006,1333,Tarnovski Dom Guest Rooms,,.“Accueil super sympa. L'hôtel est très proche du centre. Je recommande cette adresse. .N'hésitez pas”“Super friendly welcome. The hotel is very close to the center. I recommend this address. .Do not hesitate”.,7.0, .“Accueil super sympa. L'hôtel est très proche du centre. Je recommande cette adresse. .N'hésitez pas”“Super friendly welcome. The hotel is very close to the center. I recommend this address. .Do not hesitate”.
1007,1334,Tarnovski Dom Guest Rooms,,.“Отлично местоположение.Лесно за откриване и близо до забележителностите.Отзивчива домакиня.”“Excellent location.Easy to find and close to the sights.A resourceful housewife.”.,7.0, .“Отлично местоположение.Лесно за откриване и близо до забележителностите.Отзивчива домакиня.”“Excellent location.Easy to find and close to the sights.A resourceful housewife.”.
1008,1335,Tarnovski Dom Guest Rooms,,".“Чистотата, удобствата, лесната локация, както и чудесният персонал”“The cleanliness, facilities, easy location, and great staff”.",7.0," .“Чистотата, удобствата, лесната локация, както и чудесният персонал”“The cleanliness, facilities, easy location, and great staff”."
1009,1336,Tarnovski Dom Guest Rooms,,".“The location is great, the price is more than ok and even tho the staff didn't speak quite English but they were super nice. I strongly recomand! I also found a place to park my motorcycle in a safe place for free and that was awesome.”.",7.0," .“The location is great, the price is more than ok and even tho the staff didn't speak quite English but they were super nice. I strongly recomand! I also found a place to park my motorcycle in a safe place for free and that was awesome.”."
1010,1337,Tarnovski Dom Guest Rooms,,.“Напълно самостоятелно студио с отделен вход в блок.”“Fully independent studio with a separate entrance in a block.”.,7.0, .“Напълно самостоятелно студио с отделен вход в блок.”“Fully independent studio with a separate entrance in a block.”.
1011,1338,Tarnovski Dom Guest Rooms,,".“The room has a small but complete kitchen and dining area with dishes and everything. Very nice! The bed is two twins together, but comfy otherwise.”.",7.0," .“The room has a small but complete kitchen and dining area with dishes and everything. Very nice! The bed is two twins together, but comfy otherwise.”."
1012,1339,Tarnovski Dom Guest Rooms,,".“Cheap price, big room with water kettle and fridge, balcony. Good location for visiting Veliko Tarnovo.”.",7.0," .“Cheap price, big room with water kettle and fridge, balcony. Good location for visiting Veliko Tarnovo.”."
1013,1340,Tarnovski Dom Guest Rooms,,".“great location, just 5 minutes walk from south bus station, and near most sightseeing points and tourists information centre; nice staff”.",6.0," .“great location, just 5 minutes walk from south bus station, and near most sightseeing points and tourists information centre; nice staff”."
1014,1341,Tarnovski Dom Guest Rooms,,".“Все!! Вполне достаточно для короткой транзитный поездки!! Очень культурен,образован и доброжелателен персонал!!”“Everything!! Quite enough for a short transit trip !! Very cultured, educated and friendly staff !!”.",10.0," .“Все!! Вполне достаточно для короткой транзитный поездки!! Очень культурен,образован и доброжелателен персонал!!”“Everything!! Quite enough for a short transit trip !! Very cultured, educated and friendly staff !!”."
1015,1342,Tarnovski Dom Guest Rooms,,".“Very nice stuff, great localization. We enjoyed the stay. We recommend.”.",5.0," .“Very nice stuff, great localization. We enjoyed the stay. We recommend.”."
1016,1343,Tarnovski Dom Guest Rooms,,.“Accueil super sympa. L'hôtel est très proche du centre. Je recommande cette adresse. .N'hésitez pas”“Super friendly welcome. The hotel is very close to the center. I recommend this address. .Do not hesitate”.,10.0, .“Accueil super sympa. L'hôtel est très proche du centre. Je recommande cette adresse. .N'hésitez pas”“Super friendly welcome. The hotel is very close to the center. I recommend this address. .Do not hesitate”.
1017,1344,Tarnovski Dom Guest Rooms,,.“Отлично местоположение.Лесно за откриване и близо до забележителностите.Отзивчива домакиня.”“Excellent location.Easy to find and close to the sights.A resourceful housewife.”.,10.0, .“Отлично местоположение.Лесно за откриване и близо до забележителностите.Отзивчива домакиня.”“Excellent location.Easy to find and close to the sights.A resourceful housewife.”.
1018,1345,Tarnovski Dom Guest Rooms,,".“Чистотата, удобствата, лесната локация, както и чудесният персонал”“The cleanliness, facilities, easy location, and great staff”.",3.0," .“Чистотата, удобствата, лесната локация, както и чудесният персонал”“The cleanliness, facilities, easy location, and great staff”."
1019,1346,Tarnovski Dom Guest Rooms,,".“The location is great, the price is more than ok and even tho the staff didn't speak quite English but they were super nice. I strongly recomand! I also found a place to park my motorcycle in a safe place for free and that was awesome.”.",3.0," .“The location is great, the price is more than ok and even tho the staff didn't speak quite English but they were super nice. I strongly recomand! I also found a place to park my motorcycle in a safe place for free and that was awesome.”."
1020,1347,Tarnovski Dom Guest Rooms,,.“Напълно самостоятелно студио с отделен вход в блок.”“Fully independent studio with a separate entrance in a block.”.,4.0, .“Напълно самостоятелно студио с отделен вход в блок.”“Fully independent studio with a separate entrance in a block.”.
1021,1348,Tarnovski Dom Guest Rooms,,".“The room has a small but complete kitchen and dining area with dishes and everything. Very nice! The bed is two twins together, but comfy otherwise.”.",10.0," .“The room has a small but complete kitchen and dining area with dishes and everything. Very nice! The bed is two twins together, but comfy otherwise.”."
1022,1349,Tarnovski Dom Guest Rooms,,".“Cheap price, big room with water kettle and fridge, balcony. Good location for visiting Veliko Tarnovo.”.",4.0," .“Cheap price, big room with water kettle and fridge, balcony. Good location for visiting Veliko Tarnovo.”."
1023,1350,Tarnovski Dom Guest Rooms,,".“great location, just 5 minutes walk from south bus station, and near most sightseeing points and tourists information centre; nice staff”.",10.0," .“great location, just 5 minutes walk from south bus station, and near most sightseeing points and tourists information centre; nice staff”."
1024,1351,Tarnovski Dom Guest Rooms,,".“Все!! Вполне достаточно для короткой транзитный поездки!! Очень культурен,образован и доброжелателен персонал!!”“Everything!! Quite enough for a short transit trip !! Very cultured, educated and friendly staff !!”.",10.0," .“Все!! Вполне достаточно для короткой транзитный поездки!! Очень культурен,образован и доброжелателен персонал!!”“Everything!! Quite enough for a short transit trip !! Very cultured, educated and friendly staff !!”."
1025,1352,Tarnovski Dom Guest Rooms,,".“Very nice stuff, great localization. We enjoyed the stay. We recommend.”.",10.0," .“Very nice stuff, great localization. We enjoyed the stay. We recommend.”."
1026,1353,Tarnovski Dom Guest Rooms,,.“Accueil super sympa. L'hôtel est très proche du centre. Je recommande cette adresse. .N'hésitez pas”“Super friendly welcome. The hotel is very close to the center. I recommend this address. .Do not hesitate”.,9.0, .“Accueil super sympa. L'hôtel est très proche du centre. Je recommande cette adresse. .N'hésitez pas”“Super friendly welcome. The hotel is very close to the center. I recommend this address. .Do not hesitate”.
1027,1354,Tarnovski Dom Guest Rooms,,.“Отлично местоположение.Лесно за откриване и близо до забележителностите.Отзивчива домакиня.”“Excellent location.Easy to find and close to the sights.A resourceful housewife.”.,7.0, .“Отлично местоположение.Лесно за откриване и близо до забележителностите.Отзивчива домакиня.”“Excellent location.Easy to find and close to the sights.A resourceful housewife.”.
1028,1355,Tarnovski Dom Guest Rooms,,".“Чистотата, удобствата, лесната локация, както и чудесният персонал”“The cleanliness, facilities, easy location, and great staff”.",8.0," .“Чистотата, удобствата, лесната локация, както и чудесният персонал”“The cleanliness, facilities, easy location, and great staff”."
1029,1356,Tarnovski Dom Guest Rooms,,".“The location is great, the price is more than ok and even tho the staff didn't speak quite English but they were super nice. I strongly recomand! I also found a place to park my motorcycle in a safe place for free and that was awesome.”.",7.0," .“The location is great, the price is more than ok and even tho the staff didn't speak quite English but they were super nice. I strongly recomand! I also found a place to park my motorcycle in a safe place for free and that was awesome.”."
1030,1357,Tarnovski Dom Guest Rooms,,.“Напълно самостоятелно студио с отделен вход в блок.”“Fully independent studio with a separate entrance in a block.”.,10.0, .“Напълно самостоятелно студио с отделен вход в блок.”“Fully independent studio with a separate entrance in a block.”.
1031,1358,Къща за гости ДаРая,This apartment is excellent for larger families and groups..,The bathroom was too small. We couldn't figure out how to turn on the electricity in the garden to stay there in the late evening..,10.0,This apartment is excellent for larger families and groups.. The bathroom was too small. We couldn't figure out how to turn on the electricity in the garden to stay there in the late evening..
1032,1359,Къща за гости ДаРая,"Clean, cozy and well equipped place. For sure a place to stay in Veliko. Very prompt communication with the host..",,10.0,"Clean, cozy and well equipped place. For sure a place to stay in Veliko. Very prompt communication with the host.. "
1033,1360,Къща за гости ДаРая,Close to the center. Nice open space. Easy to find car parking..,Close neighbors were not happy with visitors..Very small bathrooms..,8.0,Close to the center. Nice open space. Easy to find car parking.. Close neighbors were not happy with visitors..Very small bathrooms..
1034,1361,Къща за гости ДаРая,"Excelent location.Big house, big kitchen, terrace.All you need.Staff very helpful.",,10.0,"Excelent location.Big house, big kitchen, terrace.All you need.Staff very helpful. "
1035,1362,Къща за гости ДаРая,I liked that the appartment has a small yard just for  itself and It is very close to the center..,The bathrooms are small but for a short stay it is perfect..,9.0,I liked that the appartment has a small yard just for  itself and It is very close to the center.. The bathrooms are small but for a short stay it is perfect..
1036,1363,Къща за гости ДаРая,"We were a group of 5 and there was plenty of space for us all. The facilities were exceptional with all sorts of cutlery, pots and pans and essentials to cook something if needed. There was even cereals in the cupboard. Right opposite the property is a shop so if in need for any essentials, it’s available in such a close proximity. .All the rooms were clean, with fresh linen and had facilities such as a large wardrobe, TV, mirror etc. .The host was very kind and helpful. She allowed us to check in early to get fresh and also allowed us to keep our bags in one corner after we checked out. She was always a phone call away and interacted very well with us. .I rate it 10 out of 10 and would visit again..",,10.0,"We were a group of 5 and there was plenty of space for us all. The facilities were exceptional with all sorts of cutlery, pots and pans and essentials to cook something if needed. There was even cereals in the cupboard. Right opposite the property is a shop so if in need for any essentials, it’s available in such a close proximity. .All the rooms were clean, with fresh linen and had facilities such as a large wardrobe, TV, mirror etc. .The host was very kind and helpful. She allowed us to check in early to get fresh and also allowed us to keep our bags in one corner after we checked out. She was always a phone call away and interacted very well with us. .I rate it 10 out of 10 and would visit again.. "
1037,1364,Къща за гости ДаРая,Very good location. The house has acces to a small garden that the kids and the smokers in the group enjoyed very much..,There is no heating in the bathrooms and in the kitchen and for people traveling with small children during winter this can be unpleasant..,10.0,Very good location. The house has acces to a small garden that the kids and the smokers in the group enjoyed very much.. There is no heating in the bathrooms and in the kitchen and for people traveling with small children during winter this can be unpleasant..
1038,1365,Къща за гости ДаРая,Everything was very good..,,10.0,Everything was very good.. 
1039,1366,Къща за гости ДаРая,- cosy living/ kitchen.- the backyard.- equipped with everything necessary.- position.- self check-in.,- small bathrooms.- noisy neighbors across the street.,8.0,- cosy living/ kitchen.- the backyard.- equipped with everything necessary.- position.- self check-in. - small bathrooms.- noisy neighbors across the street.
1040,1367,Къща за гости ДаРая,"The appartment was very clean,it felt like home. The location is great-in the center,near to everything.It’s ideal for bigger groups of people.We recommend it!.",,10.0,"The appartment was very clean,it felt like home. The location is great-in the center,near to everything.It’s ideal for bigger groups of people.We recommend it!. "
1041,1368,Къща за гости ДаРая,"The location was good, right near my favourite restaurant in VT!  Although near many shops and in a busy residential area, it was not noisy at night and I slept well--comfy bed, too.  The only issue was parking, as part of the street is given over for paid spaces..",,10.0,"The location was good, right near my favourite restaurant in VT!  Although near many shops and in a busy residential area, it was not noisy at night and I slept well--comfy bed, too.  The only issue was parking, as part of the street is given over for paid spaces.. "
1042,1369,Къща за гости ДаРая,The house is well positioned and very clean. The yard is also great and recluse for great nights with family. It could be a bit more equipped in the kitchen and bathroom but other than that everything was just excellent..,A mop would have been welcomed!.,10.0,The house is well positioned and very clean. The yard is also great and recluse for great nights with family. It could be a bit more equipped in the kitchen and bathroom but other than that everything was just excellent.. A mop would have been welcomed!.
1043,1370,Къща за гости ДаРая,"Location good, very nice host, you also have a small garden..",,10.0,"Location good, very nice host, you also have a small garden.. "
1044,1371,Къща за гости ДаРая,"The location of the apartment is great, close to many restaurants and the city centre. Tsarevets fortress is at about half an hour walking distance. The garden of the property is quiet and cozy. The host is great and the communication with her was really easy and pleasant..","The kitchen is not too well equipped and there is no barbecue in the garden :(.There are no private bathrooms. There are only 2 shared bathrooms for 5 bedrooms, so if you don't fully book the house, you'll share the bathrooms with unknown people..",9.0,"The location of the apartment is great, close to many restaurants and the city centre. Tsarevets fortress is at about half an hour walking distance. The garden of the property is quiet and cozy. The host is great and the communication with her was really easy and pleasant.. The kitchen is not too well equipped and there is no barbecue in the garden :(.There are no private bathrooms. There are only 2 shared bathrooms for 5 bedrooms, so if you don't fully book the house, you'll share the bathrooms with unknown people.."
1045,1372,Къща за гости ДаРая,,.Disliked  · Cold. F**ING cold!.,2.0, .Disliked  · Cold. F**ING cold!.
1046,1373,Къща за гости ДаРая,"The place is amazing, everything is new and thoughtfully aranged! View from balcony, backyard and location is great. Comunication was quick and easy..",,10.0,"The place is amazing, everything is new and thoughtfully aranged! View from balcony, backyard and location is great. Comunication was quick and easy.. "
1047,1374,Къща за гости ДаРая,"The house is just outside the centre, the rooms are clean and maintained, the house is suitable for companies!",,10.0,"The house is just outside the centre, the rooms are clean and maintained, the house is suitable for companies! "
1048,1375,Къща за гости ДаРая,"Huge house with courtyard, perfect for a large group of people, helpful and welcoming host, excellent value for money",,10.0,"Huge house with courtyard, perfect for a large group of people, helpful and welcoming host, excellent value for money "
1049,1376,Къща за гости ДаРая,,The bed linen was made of artificial fabric.,9.0, The bed linen was made of artificial fabric.
1050,1377,Къща за гости ДаРая,The location -The cleanliness - The bedding,It lacks a washing machine,10.0,The location -The cleanliness - The bedding It lacks a washing machine
1051,1378,Къща за гости ДаРая,"Our stay in Daya was excellent-- it was clean, it was cosy and the location was extremely convenient. Special thanks to the host!",,10.0,"Our stay in Daya was excellent-- it was clean, it was cosy and the location was extremely convenient. Special thanks to the host! "
1052,1379,Къща за гости ДаРая,"Admiration and gratitude! It's easy to find the place, the host answers all your questions nicely and thoroughly if you are driving a private car, you can park for free throughout the street, the apartment is very well located and is extremely comfortable and comfortable. The cleanliness is perfect. I recommend hot",,10.0,"Admiration and gratitude! It's easy to find the place, the host answers all your questions nicely and thoroughly if you are driving a private car, you can park for free throughout the street, the apartment is very well located and is extremely comfortable and comfortable. The cleanliness is perfect. I recommend hot "
1053,1380,Къща за гости ДаРая,The location.,There's a microwave missing.,8.0,The location. There's a microwave missing.
1054,1381,Къща за гости ДаРая,The athmosphere is great.,,9.0,The athmosphere is great. 
